simulation,sample_comp_mean,sample_comp_std,correctness
291,225421.508591,175001.36632,98.28179
292,225046.40411,174818.5949,98.28767
293,225086.358362,174521.35013,98.29352
294,226167.238095,175203.92753,98.29932
295,226644.810169,175098.29996,98.30508
296,226171.932432,174990.86114,98.31081
297,226263.558923,174703.12767,98.3165
298,227871.939597,176598.6087,98.32215
299,227287.51505,176591.46788,98.32776
300,227781.92,176504.06363,98.33333
301,227181.299003,176517.4426,98.33887
302,226945.503311,176272.42975,98.34437
303,226795.448845,176000.62974,98.34983
304,226399.256579,175846.2044,98.35526
305,230172.298361,187478.53484,98.36066
306,230143.705882,187172.61277,98.36601
307,230360.602606,186906.03675,98.37134
308,230814.844156,186772.02653,98.37662
309,231786.268608,187247.28659,98.38188
310,231722.496774,186948.39188,98.3871
311,231665.778135,186650.26128,98.39228
312,231239.634615,186502.37486,98.39744
313,231528.667732,186274.18533,98.40256
314,231234.815287,186049.9826,98.40764
315,230744.898413,185957.18389,98.4127
316,230332.974684,185806.60158,98.41772
317,230717.511041,185639.19504,98.42271
318,230732.157233,185347.26312,98.42767
319,230250.210031,185255.98299,98.4326
320,230397.34375,184984.96085,98.4375
321,229954.856698,184866.13392,98.44237
322,230450.167702,184792.05693,98.4472
323,230357.006192,184513.35258,98.45201
324,229835.111111,184467.00661,98.45679
325,232269.689231,189324.53099,98.46154
326,231746.141104,189269.41421,98.46626
327,231551.923547,189012.32192,98.47095
328,232628.853659,189726.08072,98.47561
329,233138.93921,189662.63955,98.48024
330,232746.236364,189508.96533,98.48485
331,232246.697885,189439.95159,98.48943
332,232527.638554,189223.48018,98.49398
333,232928.645646,189080.37754,98.4985
334,233018.958084,188804.30382,98.50299
335,232654.558209,188639.88693,98.50746
336,232052.232143,188681.30822,98.5119
337,232293.255193,188452.95209,98.51632
338,232347.278107,188176.58236,98.52071
339,232747.879056,188043.11536,98.52507
340,234555.429412,190692.96365,98.52941
341,234302.595308,190470.21338,98.53372
342,234264.216374,190192.86474,98.53801
343,234277.233236,189915.56586,98.54227
344,234334.5,189642.29066,98.54651
345,234157.886957,189395.57666,98.55072
346,234814.075145,189514.01815,98.55491
347,235862.746398,190243.42342,98.55908
348,237118.563218,191404.81675,98.56322
349,236577.928367,191396.30553,98.56734
350,236321.017143,191182.93996,98.57143
351,235884.737892,191084.80243,98.5755
352,236196.693182,190902.66739,98.57955
353,236309.985836,190643.92492,98.58357
354,236199.468927,190385.78691,98.58757
355,237289.371831,191220.17889,98.59155
356,236769.174157,191202.79991,98.59551
357,236694.910364,190939.96251,98.59944
358,236938.675978,190728.72001,98.60335
359,238040.147632,191599.72484,98.60724
360,238440.827778,191483.98517,98.61111
361,238024.66205,191381.55135,98.61496
362,238846.154696,191753.33069,98.61878
363,238984.856749,191507.20909,98.62259
364,238767.335165,191288.86843,98.62637
365,239192.134247,191198.49905,98.63014
366,239334.693989,190956.5445,98.63388
367,239437.196185,190706.29066,98.6376
368,239717.271739,190522.56854,98.6413
369,239464.349593,190326.08617,98.64499
370,238982.432432,190294.02096,98.64865
371,238722.601078,190103.09837,98.65229
372,238711.849462,189847.52445,98.65591
373,240362.742627,192248.07338,98.65952
374,240171.497326,192026.41066,98.6631
375,239778.968,191920.39233,98.66667
376,239885.659574,191676.14453,98.67021
377,240544.877984,191848.08936,98.67374
378,240105.058201,191784.37701,98.67725
379,239780.76781,191634.94256,98.68074
380,239523.621053,191448.088,98.68421
381,239750.317585,191247.74157,98.68766
382,239406.303665,191115.25428,98.6911
383,239318.587467,190873.29288,98.69452
384,239436.588542,190638.58561,98.69792
385,239385.592208,190393.46465,98.7013
386,239015.683938,190285.15624,98.70466
387,238785.594315,190092.90923,98.70801
388,239172.087629,189999.97583,98.71134
389,239453.030848,189836.28017,98.71465
390,239032.251282,189774.29538,98.71795
391,238903.480818,189548.52139,98.72123
392,239289.714286,189460.59008,98.72449
393,240481.43257,190684.80265,98.72774
394,239971.746193,190710.51768,98.73096
395,239616.306329,190599.58371,98.73418
396,239958.479798,190480.2118,98.73737
397,239494.732997,190463.86288,98.48866
398,239670.552764,190256.69086,98.49246
399,239180.759398,190269.19566,98.49624
400,239126.235,190034.33135,98.5
401,238917.44389,189843.1645,98.50374
402,238568.711443,189735.45174,98.50746
403,239618.985112,190666.32849,98.51117
404,240095.247525,190670.06942,98.51485
405,239943.424691,190458.97727,98.51852
406,239894.512315,190226.82407,98.52217
407,239848.636364,189995.23513,98.5258
408,239708.534314,189783.3034,98.52941
409,239690.403423,189551.50627,98.53301
410,239463.365854,189375.87564,98.53659
411,239162.343066,189243.53585,98.54015
412,239313.063107,189038.42815,98.54369
413,238921.726392,188976.44329,98.54722
414,238815.164251,188760.49596,98.55072
415,238440.320482,188687.14423,98.55422
416,238503.173077,188464.56985,98.55769
417,238802.203837,188337.23836,98.56115
418,239548.287081,188727.78192,98.56459
419,239472.78043,188508.75634,98.56802
420,239439.028571,188285.47496,98.57143
421,239031.014252,188247.52912,98.57482
422,238699.43128,188147.40437,98.5782
423,238679.373522,187925.32803,98.58156
424,238566.377358,187717.97343,98.58491
425,239675.771765,188883.46948,98.58824
426,240142.267606,188906.60154,98.59155
427,242774.569087,196351.44448,98.59485
428,242779.775701,196121.95732,98.59813
429,242686.216783,195902.80571,98.6014
430,243241.837209,196013.00126,98.60465
431,243061.032483,195821.37125,98.60789
432,242708.125,195731.76507,98.61111
433,243018.2194,195611.82598,98.61432
434,242580.83871,195598.19607,98.61751
435,242104.517241,195625.07565,98.62069
436,241901.733945,195446.3726,98.62385
437,243377.764302,197640.50754,98.627
438,243214.894977,197444.11903,98.63014
439,243030.334852,197256.93208,98.63326
440,242620.622727,197219.56563,98.63636
441,242994.002268,197151.46444,98.63946
442,242759.669683,196989.79106,98.64253
443,242659.884876,196778.51227,98.6456
444,243127.959459,196803.53206,98.64865
445,242971.629213,196609.87727,98.65169
446,243018.816143,196391.86154,98.65471
447,242522.284116,196452.12166,98.65772
448,242905.84375,196400.23367,98.66071
449,243106.398664,196227.32369,98.6637
450,244118.462222,197178.83749,98.66667
451,243933.203991,196999.31706,98.66962
452,245988.318584,201563.06108,98.67257
453,245781.958057,201388.25701,98.6755
454,246299.682819,201467.90958,98.67841
455,246210.520879,201255.36149,98.68132
456,245956.517544,201107.56358,98.68421
457,245650.501094,200993.66975,98.68709
458,245722.703057,200780.05738,98.68996
459,245374.899782,200699.29571,98.69281
460,245304.765217,200486.65638,98.69565
461,245104.934924,200314.94578,98.69848
462,245046.839827,200101.92507,98.7013
463,245496.179266,200118.91412,98.7041
464,245669.698276,199938.01726,98.7069
465,245683.012903,199723.12036,98.70968
466,245377.304721,199617.59224,98.71245
467,245139.072805,199470.05998,98.7152
468,244752.662393,199431.73333,98.50427
469,246395.848614,202365.61198,98.50746
470,245912.276596,202421.29628,98.51064
471,245713.195329,202252.35332,98.30149
472,245441.648305,202123.92148,98.30508
473,246282.200846,202734.28141,98.30867
474,246103.35865,202557.66135,98.31224
475,246147.282105,202346.59011,98.31579
476,246244.781513,202145.09847,98.31933
477,246566.337526,202054.92446,98.32285
478,246305.012552,201924.1361,98.32636
479,246226.549061,201720.54364,98.12109
480,246163.5625,201515.0237,98.125
481,246004.035343,201335.77801,98.1289
482,246248.908714,201198.50375,98.13278
483,246977.028986,201624.80838,98.13665
484,246765.078512,201470.26645,98.1405
485,246953.008247,201304.91971,98.14433
486,246534.176955,201309.13341,98.14815
487,246339.829569,201147.97923,97.94661
488,245993.401639,201087.15688,97.95082
489,246121.797546,200901.46414,97.95501
490,246061.322449,200700.81335,97.95918
491,247036.572301,201655.20864,97.96334
492,246783.321138,201528.31549,97.96748
493,246822.598377,201325.707,97.9716
494,246546.757085,201215.06709,97.97571
495,246384.838384,201043.93007,97.9798
496,246237.41129,200867.94488,97.98387
497,246046.730382,200710.6935,97.98793
498,246042.317269,200509.09962,97.99197
499,245575.48497,200578.8135,97.99599
500,245384.164,200423.70608,98.0
