simulation,sample_comp_mean,sample_comp_std,correctness
312,14818.7371795,271.89168,100.0
313,14818.1022364,271.68858,100.0
314,14818.5095541,271.35132,100.0
315,14818.1396825,270.99952,100.0
316,14817.2151899,271.06745,100.0
317,14817.533123,270.69856,100.0
318,14816.672956,270.70616,100.0
319,14815.2852665,271.41199,100.0
320,14815.4375,271.00122,100.0
321,14813.7383178,272.2807,100.0
322,14813.1677019,272.04974,100.0
323,14813.0216718,271.64092,100.0
324,14814.0987654,271.91132,100.0
325,14815.0646154,272.04875,100.0
326,14814.8466258,271.6596,100.0
327,14813.1804281,272.90713,100.0
328,14812.8170732,272.57,100.0
329,14812.8571429,272.15641,100.0
330,14812.1636364,272.03473,100.0
331,14812.0966767,271.62621,100.0
332,14811.9337349,271.23303,100.0
333,14811.015015,271.34233,100.0
334,14810.8443114,270.95373,100.0
335,14811.3910448,270.73346,100.0
336,14811.8392857,270.45475,100.0
337,14810.5697329,271.05401,100.0
338,14812.3786982,272.6824,100.0
339,14814.4719764,274.98619,100.0
340,14814.9294118,274.71064,100.0
341,14813.8709677,275.00097,100.0
342,14813.5964912,274.6454,100.0
343,14813.0845481,274.40812,100.0
344,14812.5697674,274.17479,100.0
345,14811.9594203,274.01108,100.0
346,14812.5028902,273.80097,100.0
347,14812.4899135,273.40627,100.0
348,14811.9827586,273.17657,100.0
349,14812.8481375,273.26218,100.0
350,14813.0171429,272.88979,100.0
351,14813.7777778,272.87209,100.0
352,14812.3352273,273.82122,100.0
353,14812.6968839,273.51727,100.0
354,14812.3389831,273.21343,100.0
355,14812.4,272.83077,100.0
356,14812.8539326,272.58152,100.0
357,14812.7843137,272.20266,100.0
358,14813.0055866,271.85437,100.0
359,14813.3091922,271.53625,100.0
360,14812.7777778,271.34573,100.0
361,14811.3850416,272.25511,100.0
362,14811.3535912,271.87947,100.0
363,14810.4242424,272.07989,100.0
364,14811.0494505,271.96689,100.0
365,14811.2493151,271.62084,100.0
366,14810.0874317,272.15628,100.0
367,14810.8991826,272.22856,100.0
368,14812.2663043,273.11708,100.0
369,14812.3902439,272.75712,100.0
370,14810.7783784,274.14244,100.0
371,14810.0539084,274.12716,100.0
372,14809.7204301,273.83381,100.0
373,14809.9892761,273.51565,100.0
374,14811.2085561,274.16291,100.0
375,14810.56,274.08424,100.0
376,14810.0957447,273.86713,100.0
377,14810.4403183,273.58527,100.0
378,14810.1693122,273.27381,100.0
379,14811.3773087,273.92176,100.0
380,14810.8947368,273.72237,100.0
381,14810.9658793,273.36644,100.0
382,14811.408377,273.14499,100.0
383,14810.5221932,273.33748,100.0
384,14810.71875,273.00844,100.0
385,14810.0415584,272.9764,100.0
386,14809.9896373,272.62447,100.0
387,14810.2170543,272.30868,100.0
388,14810.1494845,271.96078,100.0
389,14809.3059126,272.1188,100.0
390,14809.2307692,271.77374,100.0
391,14810.4501279,272.49207,100.0
392,14809.6173469,272.64204,100.0
393,14810.2900763,272.62051,100.0
394,14810.8426396,272.49459,100.0
395,14812.0658228,273.23033,100.0
396,14811.1313131,273.51644,100.0
397,14811.2745592,273.18662,100.0
398,14812.1055276,273.34511,100.0
399,14812.4761905,273.10248,100.0
400,14813.445,273.44652,100.0
401,14813.4164589,273.10595,100.0
402,14812.9950249,272.89658,100.0
403,14812.7295285,272.60976,100.0
404,14812.7524752,272.27256,100.0
405,14811.8864198,272.49279,100.0
406,14811.817734,272.16052,100.0
407,14810.6977887,272.76105,100.0
408,14811.127451,272.56444,100.0
409,14810.9633252,272.25122,100.0
410,14810.5658537,272.03779,100.0
411,14810.622871,271.70909,100.0
412,14811.4805825,271.93566,100.0
413,14811.0508475,271.74627,100.0
414,14811.0628019,271.41798,100.0
415,14810.9349398,271.10326,100.0
416,14811.4951923,271.01764,100.0
