1.002336194796439595e-01 -1.337387835910615885e-01 4.549947010727865143e-02 8.926373206513563141e-02 -1.687540376100625239e-01 -1.348823620860977457e-01 -5.129555517218328115e-03 7.733896451105826131e-02 2.297718683746893115e-02 -2.887225243018803900e-02
2.385460189963076877e-02 2.496311242995982033e-02 -2.402421323351696184e-02 -1.011050548086596806e-01 -9.915921405605836181e-02 9.571711347309659612e-02 -5.424071975833723996e-02 -5.991307493442184912e-02 -2.045238752756107017e-02 -2.850797847514654343e-02
-1.425744853046954745e-03 -6.002474459379025101e-02 -9.559877993398382956e-02 3.274194428063884749e-02 1.571138419995420435e-02 5.373395174578632361e-03 -5.703177468888552364e-03 -2.006201768482824763e-02 -8.223095136014639539e-02 6.215078305681727422e-02
2.988523031093750712e-02 2.629525059970832732e-02 -2.027853860453278020e-02 8.816453325705533861e-02 -1.056194554911603217e-01 5.490108575471861624e-02 -5.310057509394312814e-02 -3.066772874242707989e-02 -7.317963656455851729e-03 2.917708591667568865e-02
-7.547173102055348970e-02 -1.257759136876412664e-01 -3.939531394805897979e-02 -1.412687432034838986e-01 -7.468844351062174647e-02 2.106236961058446933e-01 -4.139873786943571582e-02 1.988304730725107550e-01 -3.147341229378436411e-02 -1.969814990617763939e-01
-4.598431611394325491e-02 -1.008920310725433950e-01 -7.198795311702575750e-02 5.240887809811490064e-03 -4.183870204475220039e-02 -7.833352947351057000e-04 -1.002290209775490576e-01 9.453822006421483404e-02 5.218451884502572219e-02 -3.741531351607792211e-02
-5.167680681526068409e-02 -8.369087738226912987e-02 -2.325043875873296015e-02 -5.218595023468928368e-02 9.400889375863533126e-02 -4.613769962019453191e-02 -5.551228004722504744e-02 1.634125944576672249e-02 -6.514194990482446990e-02 -1.352605119214030441e-02
9.746509173447599761e-02 -9.508382184456112829e-02 1.252898874307130372e-01 -8.425143751184816995e-03 1.122041322893658176e-02 2.015926289202327193e-02 -8.841299912128375293e-02 -4.857427876387041682e-02 1.784041189131498617e-01 -1.151477038214716447e-01
-2.265740539928138772e-02 1.033157201031043373e-02 1.070645361859660638e-01 -2.228042784026964054e-02 3.162112990599413170e-02 -1.097184656158636390e-01 5.550989617889524365e-03 6.575907653748201166e-03 1.144500543340662890e-04 -1.428643251938553904e-01
-9.999419856373632787e-02 1.708407530650525863e-01 2.388259284067293167e-02 9.279074866314070830e-03 9.015053167121496458e-02 1.294251489615212414e-01 -8.003585396475547398e-02 8.586140639467278179e-02 1.395041295060996944e-01 -9.846158335181445787e-02
