,Epilepsy
SRPX,-0.016861270183566583
BNIP5,0.01884775548255872
SIGMAR1,0.023481528186645517
MPV17L2,-0.0152344791273387
SKINT4,0.010784137510949603
CYPT2,-0.012720484061915947
POP4,-0.018791551709298984
GM1673,-0.011232176464379268
ROM1,-0.017335468238538192
TEX10,0.010835629841580948
RBP1,0.025437772784626913
CPLX2,-0.04843630170300133
MGST3,-0.01668793269957911
CLIP1,0.0161277032538723
PRXL2B,-0.02797839156078752
ZFP110,-0.013494308043672906
NTHL1,-0.01878833729259552
TRAPPC3,-0.01540528600399927
GOPC,-0.012659042660012132
GAPVD1,0.015638660027057227
DRG1,-0.014593106324496643
LYSMD1,0.013040836554055628
HNRNPM,0.021631771351550495
MTCH1,0.01655264412225941
H2-EB1,-0.024330298189265083
EEF2,-0.05345911758518497
KLC2,0.01292833272706831
SIGLECH,-0.016591500942985574
RPL5,-0.034619081077762216
HILPDA,-0.015957004419599324
GM3902,-0.017731951663392642
PSMD10,-0.025958458677738612
RBM41,-0.01340471765689934
HK2,-0.028971945594617507
MRC1,-0.016470396305242548
UGT8A,0.021448637323588187
MAN2A1,0.012588838651667586
FAM110B,0.021291717139384173
SLC4A2,-0.030472959545039036
ATP5MPL,-0.0245800797212736
