,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep1,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep2,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep3,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep4,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep5,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep6,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep7,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep8,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep9,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep10,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep11,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep12,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep13,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep14,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep15,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep16,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep17,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep18
UBA5,10.28628247,10.22868137,10.16005967,10.0460301,10.116470049999998,10.133510629999998,10.27626748,9.977413669999999,10.114865080000001,10.151881020000001,10.04992116,10.145973490000001,10.020771000000002,10.022325089999999,9.953522684,10.08488379,10.144379459999998,10.332263290000002
PDCD6IP,7.057688219999999,7.128972347999999,7.035301118257142,7.0777101834571425,7.071098865514285,7.107936292000001,7.043621593971428,7.145057485257143,7.064818661314287,6.945664356000001,6.967889373199999,6.984417866,6.949159963885715,7.0315005269999995,7.005863957999999,6.9681506943714275,6.957691552028571,7.179669208457143
SLC24A2,6.8202955129714296,6.745940573,7.008798013771427,6.723959982,6.737195836314285,6.8040534626,6.8485488397714285,6.858708699999999,6.815896209342859,6.927226286114286,6.847673058999999,6.813158512857143,6.889436690857144,6.846340462971428,6.925256045285717,6.8389473865142865,6.825023475342857,6.858513218799999
UHRF2,6.922258952885713,7.160264927000001,6.940297411314287,7.1360049960000005,7.024169472000001,7.039345737,6.902734687599999,7.086372635914285,6.997975881942858,7.000079492,6.991245372599998,6.966200980999999,7.0187410869999995,6.9951209210571434,7.126366045,7.014881297,6.945228567885713,6.959664117657142
2610318N02RIK,7.032033392,7.100382216000001,6.990432401828571,6.997853808999999,6.942704945371429,7.0299280096,7.1511888930000005,6.949704882628572,7.055170083999999,7.179317470342856,7.079062535314286,7.014335972999999,7.070658759,7.0156266806000005,7.001137861200001,7.022591500428571,7.062924628771428,7.034999113399999
XRCC6,7.0781151509,7.244654666000001,7.076033266942859,7.048944514999999,7.016383488999999,7.132490375,7.0590431398857145,7.171655675057143,7.004430601714286,7.031833465999999,7.000122395000001,7.040066428485714,7.087019081171429,7.003794196400001,7.08890828,7.1316537559999995,7.0558332829428565,7.1166152210857145
RNF6,10.4074099,10.48042089,10.55257301,10.438613120000001,10.571713800000001,10.44840187,10.492605270000002,10.695806909999998,10.186225369999999,10.390420479999998,10.519278410000002,10.394118909999998,10.44564032,9.857714446,10.220962139999997,9.949696051999998,10.30114427,10.302910520000001
TM9SF1,6.772021139999999,6.918613440228571,6.833702912428572,6.744484736599999,6.805696969114285,6.858446099342857,6.753176088628572,6.832116790571429,6.790448717771428,6.788386401,6.790486494657142,6.711390706,6.774863183485714,6.713970194000001,6.865668169657142,6.790141744,6.794790716485713,6.868963132114286
TMEM174,6.846653367657142,6.726712469171429,6.766827442457143,6.808904427571429,6.725936531142856,6.73951253817143,6.8010623400285715,6.8181451960000015,6.879018185971428,6.804723827999998,6.835513528085715,6.828573697342858,6.832901804685713,6.855059411657143,6.838332001614287,6.849106922685714,6.835422027342856,6.8840147689714275
IMPAD1,8.529778061,8.784297115000001,8.615573997000002,8.679387593,8.687336076,8.814920565000001,8.713108873000001,8.599269083000001,8.568090690000002,8.461741742000003,8.468481977000001,8.234618980999999,8.268197413,8.070006775000001,8.127258815,7.979346062,8.452942528999998,8.342872078000001
CEMIP,6.771108095542858,6.881253134828572,6.836026323685715,6.769530808800002,6.805281351971429,6.977801223371428,6.784696510114284,6.778191555057144,6.847982972085713,6.790625075257142,6.962606751000001,6.807703557399999,6.8271441222,6.8375609729999995,6.862040677400001,6.745359245599999,6.793596110514287,6.772412845114286
SLC5A4B,6.8515076487142865,6.780778897228569,6.855991284314286,6.823054000314286,6.802539320514287,6.778525092,6.80181253702857,6.818873930428571,6.817445227714286,6.860307619028572,6.861555394371429,6.783936698242858,6.806259401685714,6.778698189942857,6.7736324655999995,6.780208720314285,6.762043311999999,6.910591989542858
ERCC2,7.007489062342856,6.855059411657143,6.892536606857144,6.922130737542855,6.857858159885714,6.845807800114287,6.8515076487142865,6.774440050857143,6.824704803085716,6.818528755685715,6.832635700171428,6.880077519114286,6.863809301628573,6.859193736000001,6.911159559142858,6.932244765000001,6.901600344400002,6.967753085057143
KCNAB1,9.958744234,10.221790960000002,10.163887929999998,10.475465639999998,10.168099359999998,10.111112610000001,10.397219959999997,10.361569229999999,9.575233495000003,10.351469730000002,10.19857699,10.06675529,10.187075489999998,9.864234001,10.006121119999998,10.177152630000002,10.038259250000001,10.134029
TXNDC11,7.047123703485715,6.962241826228571,6.997687834142856,6.955410522257142,6.850547274514285,6.902894325942856,6.861316292542857,6.842093610000001,6.897098918857143,6.835370832057143,6.9564513980000005,6.869138047371428,6.863684349800001,6.82088707442857,6.91991607,6.936635431228574,6.940699989742858,6.901349610542858
GZMG,6.76272056302857,6.872913415,6.878981332914284,6.891461132542857,6.93524871237143,6.77942341362857,6.847522817142858,6.819176841714286,6.728946581742856,6.8276310152285715,6.7775661808,6.864734823657144,6.67879954,6.824135715914285,6.829745791971427,6.751590756400001,6.729848461,6.828491344828572
SUCLG1,10.953585770000002,10.829324929999999,10.765320410000001,10.70693517,10.578854490000001,10.73885056,10.713857720000002,10.45529948,10.905992719999999,10.68250717,10.866594099999997,10.56102625,10.796239940000001,10.676946040000002,10.668698010000002,10.746962310000002,10.542827429999999,10.860422729999998
ELOB,12.584073989999998,12.664973509999998,12.57054538,12.555239630000003,12.584073989999998,12.53939012,12.535561900000001,12.449972339999999,12.491116410000002,12.49854466,12.44244898,12.297601320000002,12.468202819999998,12.66021414,12.48787366,12.70456149,12.491116410000002,12.584073989999998
CTRC,6.915882194942856,6.852063019399999,6.914714882657143,6.919743009257142,6.95997190657143,6.7688078861714285,6.881410810600002,6.851316033428572,6.922015157199999,6.866649245000001,6.918031893,6.823474883057144,6.861902190514286,6.847349075771429,6.829670659142859,6.8640677352857145,6.830582201342856,6.868012136914286
NFATC1,7.460465785,7.595386792000001,7.566354837000001,7.2966763640000005,7.597812184,7.4517324359999995,7.466641639,7.661080847,7.518650202,7.504547951,7.410339654999999,7.62744209,7.504340895,7.4206177470000005,7.5262535989999995,7.5586768289999995,7.540568334999999,7.525589202
RIC3,8.228029562000001,7.9544762439999985,8.345609872000002,8.286547709999999,7.866297976,8.111526837,7.993215366000001,7.911941856,8.074761862999999,8.105544827000003,7.959757070000002,7.979047413999998,8.056641304999998,7.905569492999997,8.13585244337143,8.066818732,7.819609620457142,7.942099527
BIN3,6.964704674828572,6.869329985785714,6.884188091571429,6.9055408874,6.787358931942858,6.8879403356571425,6.882159855142857,6.912131773999999,6.9068962270857135,6.8231565148571445,6.929567501657142,6.965462977200001,6.950109808742856,6.825917651857143,6.970273238,6.861847621742857,6.932086005942859,6.994184019428571
NAT8,6.972382783999999,7.152393679999999,7.1695862539999995,7.120460772999999,7.062246310228571,7.098777828599999,6.942998114000001,6.906326541542857,6.850582053457143,6.904054144657144,6.888412737914285,6.967109537857143,6.934781138000001,6.970375548857143,7.02925278337143,7.047893415342858,7.090764088085714,6.881902007971429
TAFA2,7.235584262999999,7.487969890057143,7.375917702000001,7.261747684999999,7.401321847999999,7.468866394,7.371266518,7.3655600892571425,7.2646315229999985,7.459210608257142,7.182736760000001,7.415686721999999,7.439659502000001,7.242784070999999,7.48258253,7.431768525,7.301567475000001,7.387175312999998
CORO2B,8.028394733114284,7.833876455999999,8.060374175999998,7.9047851620000005,7.889087782,7.827767268942856,7.908147864,7.846830625999999,7.851828175285712,7.940839595999999,7.888499621,7.819355535542858,7.998804905999998,7.698442394999998,7.780833874,7.726831026828573,7.7782677960000015,8.177153041
DYNLT3,8.134348247999998,7.83437388,8.16652817,8.488244787999998,8.323987910000001,8.516702872999998,7.940839595999999,7.843495871000002,9.278851717,9.066536571000002,8.773216628999998,8.895781602999998,8.940539199999998,8.880913016000003,8.571212555999999,8.625948258999998,8.336989423428571,8.478327742
TBC1D9,6.784054261,6.89119749,6.819380255971429,6.931127634000001,6.832798123028573,6.823903592199999,6.8238593079999985,6.760647198914286,6.768495702999998,6.825877688685714,6.76835336817143,6.794790716485713,6.7632892479999995,6.7540549919999995,6.78702447382857,6.765657962085713,6.840266234514285,6.8211390244857135
CPA2,7.147454828000001,7.1251286039999995,7.056699679857143,6.9871984209999995,7.071286339257142,7.116535925857141,7.020389196999999,7.008798013771427,7.054726812685715,7.020733790000001,6.992933235,6.987159091971428,7.01973847377143,6.976647313,7.03622672882857,7.15428957,6.919743009257142,6.983582124000001
CALU,6.874776284514287,6.963647417000001,6.8954999320857135,6.779359325600001,6.98774177,7.013051272999999,6.836166251085714,6.685742433,6.904142036085716,6.774099561885714,6.8259617923714275,6.888770207028571,6.892949561485715,6.845311429228573,6.795306168199999,6.8565041576571435,6.907667204771427,6.834238282
EEF1AKMT4-ECE2,6.7243859709428575,6.893199072971429,6.811501084057142,6.926705464942858,6.908099498057143,6.754341694999999,6.821976987342856,6.787724889885713,6.838239866542859,6.792356184,6.790021714514287,6.778404754885713,6.851344631028573,6.8522757212285725,6.85433196117143,6.8691642456,6.8082088496571425,6.973045677
SLC25A25,8.115408673,8.258243315000001,8.272788842999999,8.380021449000001,8.420362204000002,8.234317225999998,8.369753633000002,8.451892774999997,8.714660321999999,8.376490236,8.523052898,8.521916772999997,8.454936137999999,8.443328252000002,8.408031056000002,8.373928642000001,8.467730084999998,9.135090935
ENKUR,6.9838738670857134,6.890119748142857,6.944946611514284,6.851632962371427,6.958616210800001,6.932362901,6.822004986942858,6.8790362654,6.773793339799999,6.895624767200001,6.921859773342858,6.951216705000001,6.949624949771429,6.88852330557143,6.848043641028572,6.871566509114286,6.972680273000001,6.80483605577143
HTR2C,6.8537119760000005,6.926481337885714,6.886169359971428,6.876883241685713,6.831415033999999,6.828476818999999,6.920474697257145,6.849415469885714,6.907430957828572,6.984013769999999,6.8896436084,6.837540743828571,6.930247530400002,6.962051958057141,6.923549549457144,6.803294139,6.910061865657141,6.889936663628572
BRD9,10.159246890000002,10.396119030000001,10.51087343,10.576836660000001,10.10241448,10.475465639999998,10.514801620000002,10.350659870000001,10.103955480000002,10.69907572,10.54952456,10.16902855,10.75366908,10.28628247,10.426885892285714,10.18181719,10.382674010000002,10.209453839999998
TSR3,9.226707669,9.121691437999997,9.137951402999997,9.002784099,8.968963646000002,9.123320571000002,9.085206418999999,9.003337365,9.284234898000001,9.107759784999999,9.076542212,9.089267961000003,9.158215121000001,9.326664859,9.127250796999999,9.363926193999998,9.14681141737143,9.360501879000001
ACAT3,7.2966763640000005,7.404166583085714,7.173377020999999,7.3298441510000005,7.307197392999999,7.118729322000001,7.331364337999998,7.20094734,7.344987551,7.351923104000001,7.265131977000001,7.3076661750000005,7.249781445999999,7.329190836114286,7.440355938,7.307335181000001,7.11612954,7.430609774
PAK3,9.743894714000001,10.028634539999999,9.835284070999998,9.929102387999999,10.028634539999999,10.123536370000002,9.757679650999998,10.184480179999998,9.64476514,9.982106464000001,9.960231310999998,10.371203939999997,9.790972313,9.918513738,10.1583781,10.159246890000002,10.090033749999998,10.27626748
FAM160A1,6.800738878,6.802381638371429,6.8821970619999995,6.822004986942858,6.744296980114285,6.836088786942857,6.939904960542857,6.8449869162,6.88676049257143,6.886660060600002,6.854532600771429,6.9146001828857155,6.891085656742857,6.802930032742856,6.838634684042858,6.948156916257141,6.90937469897143,6.793274049800001
COL6A2,6.925830176171428,7.026920171,6.944606923057143,6.9370779276571435,7.013906069342857,6.936930852,7.047893415342858,7.0319399360000014,6.87260502062857,6.860403899228572,6.869390521257144,6.904641377,6.867711337257143,6.807398258228573,6.888770207028571,6.902261930371428,6.898292254471429,7.057959698142858
KIF5C,12.38165618,12.45495295,12.543446440000002,12.647443469999999,12.49854466,12.555239630000003,12.574768749999999,12.52748383,12.602735849999998,12.494748300000003,12.483117970000002,12.385337970000002,12.47906265,12.59316164,12.244842819999999,12.15999675,12.28759729,12.33455145
TSPYL2,7.761156262999998,7.731605944114286,7.812567504,7.652744172,7.687701043,7.709027896000001,7.759135072,7.849190738,7.65881715,7.7772062050000015,7.722150263,7.683047249,7.763858604,7.618466644,7.776379790000002,7.587366273999999,7.579641195000001,7.769924354
GRIN1,6.847363382599999,7.045343011400001,6.954218617000001,7.081276349,6.954407097571429,7.032487018314287,7.0913753429428565,6.939824945971428,7.097499499942856,7.0553459746857135,7.061148564000001,7.053763571485713,6.939988135685716,6.9646183310571415,7.0781931661428565,7.004997329942857,6.978415126314284,6.9845306534
H2-Q1,7.038049545571428,6.986304488485715,6.981794434228572,6.890141118999999,6.890677512028573,6.992087921200001,7.350255707,7.421503757000002,7.411389801,7.592039519000001,7.448479116000001,7.3913406639999994,7.432489835000001,7.562923124,7.508162612000001,7.3952342699999996,7.481373547999999,7.366683626
APLP2,12.291124790000001,12.58788811,12.378285740000003,12.30470369,12.647443469999999,12.361112900000002,12.565460159999999,12.736744030000002,12.179560849999998,12.43029858,12.464742600000001,12.70456149,12.426192660000002,12.361112900000002,12.119771070000002,12.55120416,12.726623510000001,12.30470369
SAMD11,7.127777112971428,7.161736181000001,6.988220785000001,7.148328257142857,7.029127262,7.044799129628572,7.065351318,7.035742569000001,7.008139895999999,7.00066414157143,7.124956561114287,7.094463348000001,6.980132575571429,7.011873382999998,6.9516285809285705,6.959832261157143,7.038049545571428,7.163764205057142
PCDHB12,6.882922334828572,6.949736614342857,6.925670343999999,7.042169360285714,7.0420782884,6.961446436599999,6.964907790828573,6.9682917765428565,6.9767487872857155,6.947097338400001,6.994146768,7.032135673999999,7.012802923057144,7.026314294,6.938099942028572,6.981350185828571,6.986589708685715,6.984663821199999
C6,6.7657688068285715,6.874950158342857,6.781057641342857,6.8980940209714285,6.894879742628571,6.961134654114286,6.853320905685715,6.842126978,6.780607063000001,6.925083499228573,6.9436148332571435,6.875817066028571,6.926362365142857,6.893636968942857,6.838212379085713,6.899395867828571,6.863189428371428,6.8202955129714296
CDK5,9.446883478000002,9.550100622,9.564185291,9.566021486000002,9.337038834,9.572569891,9.646920384,9.441406487999998,9.464903886,9.586694188000001,9.363926193999998,9.340189177000003,9.515914657999998,9.659610497000003,9.515273439999998,9.427330966999998,9.450931675,9.131449863999999
FTCD,6.894938502114284,6.8944318937142866,6.773497208171428,6.817781010857142,6.854026362514285,6.716855901000001,6.864425898542858,6.778414171028571,6.707234398,6.760165214342858,6.793985934942858,6.7814298546571425,6.709023045,6.767366390542857,6.755463136714285,6.776524992914285,6.8008133389714285,6.792181365428571
BTN2A2,6.81935109697143,6.765460236171428,6.872229284971429,6.828810433285714,6.898822471657142,6.732039034285714,6.899311921085715,6.790638843685714,6.85680165502857,6.859160666599999,6.914339996342857,6.801794095171428,6.834759694071429,6.779359325600001,6.8169749822000005,6.822004986942858,6.772693333628572,6.849430319342857
ZDHHC20,6.933020420000001,6.9391557274,7.0015267009999995,6.995293760000001,7.027791092,7.061707538457142,6.894938502114284,7.0315887963714285,6.952766800000002,7.007794738999999,6.995193565571428,7.035742569000001,7.001917506000001,6.825538386771428,6.924123482000001,6.929513724999999,7.074320594999999,7.021832037742858
MCL1,9.399723024000002,9.241086203,9.243783058000002,9.260754302,9.446452394,9.235152326,9.138944359,8.875117365999998,10.260314180000002,9.375370058999998,9.364568817000002,9.707183305,9.273900861000001,9.569968673,9.26363998,9.603596895,9.360501879000001,10.514801620000002
TRP63,6.925131090714286,7.075847427999999,7.053603712885715,7.051017022742858,7.148523793000001,7.060846637,6.936681413714287,7.099252540000001,6.856071022428572,6.930096693999999,6.965195306999999,7.036181361171428,6.962799216142858,6.958861865885714,7.070466546000001,7.029084780999999,7.043118674,6.941485172542858
B2M,10.467050369999999,10.716404169999999,10.390420479999998,10.55794211,10.909709650000002,10.777948939999998,10.49168276,10.660675089999998,10.868953359999999,10.59432381,10.611531969999998,11.008200989999999,11.00534883,10.659315540000001,10.331430380000002,11.38506335,10.909709650000002,10.470426190000001
NT5M,10.13186577,10.23704332,10.63576529,10.51710055,10.539399950000002,10.43957114,10.124332050000001,10.1583781,10.67587341,10.963667419999998,10.76755971,10.637055630000003,10.785173989999999,10.752562940000002,10.666583339999999,10.47266873,10.288133199999999,10.388247260000002
ELMOD1,9.189906622000002,9.723862548,9.939321071999998,9.717671712000003,9.547522784000002,9.841787532000001,9.722362729,9.848547361999998,9.313364380999998,10.07467177,9.827860312999999,10.057336000000001,10.078699930000003,9.606697450000002,9.491091048999998,9.331831217000001,9.716898314,9.054125527
CREM,6.717977505057142,6.845562678085716,6.809891887485715,6.8168513750000015,6.899746644857142,6.960648353457141,6.794538437342856,6.844813997514286,6.910450353714285,6.868980602514285,6.794228512371428,6.791908580457142,6.8270985658,6.907780199999999,6.880904803114286,6.8826849078857135,6.811615437885713,6.824890054200001
BRD8,6.853219097400001,6.825123834742857,6.846763515085716,6.769467327142857,6.833380315885714,6.787516592257144,6.769222966571428,6.741019050000001,6.766218201914285,6.808142529485716,6.806904223485715,6.811050766257142,6.783016916257143,6.8344363362,6.791390305485714,6.994299120028571,6.779380255685714,6.85282671657143
IER3,8.975586904000002,9.362189004000001,9.525108708,9.2683393,9.501192810000001,9.493471949000002,9.069695097000002,10.002566880000002,9.539084849,9.146183941,9.016362445000002,10.096280419999998,8.881396688999997,8.910304107,9.003917725,9.107218982000001,9.329651862,10.761839619999998
RAB11FIP5,10.37297987,10.223508349999998,10.421113919999998,10.358997390000003,10.222664539999998,10.364360429999998,10.37519219,10.471518839999998,10.305509359999999,10.443680130000002,10.447602889999999,10.258451349999998,10.44840187,10.058152609999999,10.15599491,10.078699930000003,10.423922389999998,10.630948069999999
SLC17A5,7.941138487999998,8.060065677000003,8.310004268999998,8.244187999485714,8.07757247,8.154369277999999,8.220689982000001,8.183269003000001,7.54907993,8.043432038999997,7.9313906780000005,7.918479113999998,8.092588207,7.874859636999999,7.889906130999998,7.908424274000002,7.953621731999999,7.633322439999998
DPF2,6.885127061142856,6.904388626485714,6.931937496571429,6.904882513142859,6.852346176742857,6.993013138,6.941485172542858,6.894006296714286,6.869723746999999,6.9331122679999995,6.921902593742859,6.858907511971428,6.923096388885715,6.896829508514285,6.883361491414286,6.904924460971428,6.88852330557143,6.912064480400001
GCC1,7.057852215,6.921529062114286,6.8501433706285715,6.940495868428573,6.911945143942858,7.022726295257141,7.018273734828573,6.965396188,7.062766891428571,7.051674682828571,6.998007116971429,6.929433371828571,6.9209659159428565,6.910950755971429,6.975482140314288,7.022231467885715,6.911318860742855,6.982061915
TIPIN,6.826785394928572,6.826778517885716,6.797121894742856,6.807843453999999,6.853584190457142,6.800305531771428,6.763923979514285,6.775424167028571,6.682454357999999,6.745586959400001,6.695351539999999,6.832728171514285,6.773242212571428,6.808874671457143,6.741281455085715,6.715733178771429,6.725035747,6.744614361
BAD,8.897245089000002,8.836374155999998,8.784297115000001,8.899893255,8.895781602999998,8.767121092000002,8.877841262,8.705938415,8.790393795,8.784730226000002,8.899893255,8.861480874999998,8.847863645000002,8.953294918999998,9.056675123,8.922450524,8.826617764,8.668899360000001
IDI2,6.8620080642,7.004963514,6.858214109485714,6.927767375857143,6.8593468863142855,6.88759143022857,6.905501625,6.899311921085715,7.045343011400001,6.933057555,7.0111546621142855,6.908054785228571,6.910997100571429,6.938923398742857,6.8499400838571445,6.870108448,6.839892282371429,7.0166541229999995
NAPA,7.161019576571429,7.165222946,7.111397756885713,7.294925750999999,7.281592771,7.352300616000001,7.291260477000002,7.12832885,7.320835063,7.497904065999999,7.4194262360000005,7.5789983020000005,7.409623542,7.237306890000001,7.077865702999999,7.224398194,7.262286969,7.167359596771429
NDUFAF5,6.826859571342856,6.799087185085714,6.8551228064571434,6.947119225885714,6.860220302914286,6.805232612885715,6.865522522357143,6.832574353228571,6.970016544999999,6.8166092204,6.974749556957143,6.8616722355999995,6.877906932142857,6.948785250485715,6.837579242057141,6.948216755571429,6.8732270704000005,6.836689018742858
MALT1,6.8142545762285724,6.861921997542857,6.7928869004857155,6.856768538714285,6.925670343999999,6.845545909000001,6.913837686428569,6.897180265800001,6.867749370057142,6.909621447514286,6.898725407000001,6.896104011000001,6.893453506000001,6.8487045323142866,6.867526670600001,6.817170328914286,6.896282823000001,6.807795776628571
INSIG2,8.064133888999999,8.188038479,8.359510837000002,8.366065854,8.312003917000002,8.340932198,8.056945997000001,8.080129485999999,8.247795692999999,8.474880077000002,8.327496732999998,8.247410549999998,8.276311920000001,8.188699352999999,8.146234322999998,7.976715453000001,8.042497586000001,8.176697847000002
VMN1R189,6.796511412828571,6.835554408371427,6.815594628685716,6.736865058714286,6.891440401057143,6.880593678999999,6.800940158942857,6.860609961,6.907802354000001,6.862144120342857,6.886839730371429,6.911560506828572,6.8608422024571425,6.884874654885715,6.842559903657142,6.885616023828573,6.927042514371429,6.905645440342856
TMEM260,6.793665489,6.8538752162285705,6.8893312928571415,6.7917853820000005,6.747997735142857,6.804723827999998,6.817156716314287,6.785996902400001,6.800992631457144,6.753660989085713,6.805149801257144,6.837579242057141,6.736511258999999,6.8087184298,6.793771042,6.714736351,6.794694064400001,6.837139744828571
AIFM2,6.926940553228571,6.984492257,6.989760467171428,7.00176087,7.075004064000001,6.9680132168,6.936869276542858,6.989084162000001,6.856010384142857,6.959251464,6.864902989714286,6.9159592034857145,6.924872691342856,6.913509952828571,6.919940101542858,6.927556318,6.902837454600001,6.861587240542856
MRPL48,6.9223138460000015,6.956265776000001,6.859716637657143,6.829833279885714,6.755235431857145,6.868181602,6.800700610028572,6.823536268171429,6.698268571,6.8042503998,6.859160666599999,6.820253678914286,6.77330623,6.813578971371429,6.690264695999999,6.783750061142856,6.795892012857143,6.827684520857142
SLC25A14,8.090976953999998,7.914265817,8.055068096000001,8.245376197999997,8.045760778999998,8.319098683999998,7.8002944240000005,7.742824575999999,8.483530441000003,8.331146708,8.220410249999999,8.432537911,8.323005063999998,8.366413138999999,8.310004268999998,8.016916573,7.849752130999999,7.9102480349999995
ZFP787,9.427942659,9.489918219,9.562220588999999,9.458870139999998,9.295477796999998,9.360501879000001,9.397830804000002,9.420272828,9.321985985000001,9.318623206999998,9.368249085,9.326664859,9.390975341999999,9.374306875,9.470438736,9.291760238999998,9.550762080000002,9.478507709999999
LCP1,6.9128397349428585,6.987961644399999,6.8802232126,6.98367342742857,6.936523435999999,6.924872691342856,6.833522154657142,6.840989373771429,6.83534984957143,6.824111010814287,6.824248481799999,6.901504649142858,6.8698837589999995,6.801007457285716,6.9069617581714295,6.866703994371429,6.896218652742856,6.907406387828572
ADGRE1,6.954894989428572,6.87178065317143,6.86595318082857,6.744948480028571,6.895069339485714,6.948814578371429,6.859077016257142,6.798477099557143,6.824770011228571,6.9005529995714285,6.843166810114286,6.871525946885713,6.892443376257144,6.841992272628571,6.8371554283142855,6.786710856157144,6.844577755200001,6.849195233142859
POSTN,6.9002872046,6.8582487524,6.848766193485715,6.918543339171428,6.792546237599999,6.883944809485715,6.847982972085713,6.913724778342856,6.998821644999999,6.893766190428573,6.904358252685714,6.921836036999999,6.903467912999998,6.949962426000001,6.869520722657143,6.775610825742859,6.811145389485713,6.91991607
RAVER1,7.747466491,7.810563387999999,7.786662885,7.893749628999999,7.844008318999999,7.824457887999998,7.821578137000001,7.982147420999999,7.913088161000001,7.872450741028572,7.889617328999998,8.152254200000002,7.846542285999999,7.877945371,7.909596080000003,7.821578137000001,7.785971037000001,8.029776432
P2RX7,6.809370221885714,6.831537429857144,6.781307610999999,6.921529062114286,6.844908283085714,6.864303034371429,6.797778979971427,6.8319570182571425,6.839860620314286,6.728628241,6.728049668742857,6.776292482999999,6.720246163857143,6.743419855000001,6.770925759542858,6.826653675685715,6.85747633777143,6.820398342000001
LRRTM1,9.116091611,8.973201680999999,9.121164507000001,9.221022335999999,8.809600919,9.209516631999998,9.068161964000002,9.332823685,8.721414671999998,9.435871522000003,9.215183331999999,8.965432744,9.204796478999999,8.91229504,9.225528046000003,9.038698727,9.315753390999998,9.067171117
MFSD11,6.8409808393428575,6.9116237499999995,6.921729606428571,6.910782480571428,6.976414669,7.034735778771429,6.928787574,7.0372817649999995,7.034284501999999,6.983109020857144,6.951479341314287,6.968487171971428,7.003794196400001,7.094463348000001,7.0181314057714275,7.022834225057143,7.014373199514284,6.947188702142857
CPSF4L,6.9126254768571425,6.814210765114287,6.894897113771427,6.8878555652000015,6.829935642342856,6.901600344400002,6.843156111028572,6.8348419548857136,6.917100963885713,6.896717394742857,6.907333784457143,6.845974738142856,6.870070941257142,6.870474170514285,6.813097490457142,6.924872691342856,6.768032735742857,6.832591562028572
SEC24C,8.840824075,8.933795267999997,8.938900707000002,8.977681464,8.915091521000003,8.865526967000001,8.840393143000002,9.153197119000001,8.660432918000001,8.851516451,8.75734807677143,9.035941271000002,8.825651904999999,8.913731262,8.990369896,8.814920565000001,9.102737358,9.013315024
CDC73,6.8703169458857145,6.762195178657142,6.904684604057143,6.9112733008000005,6.881902007971429,6.822165808471428,6.825487990885714,6.821425082428573,6.943990492000001,6.874971139971427,6.869624110999999,6.986554938342857,6.853550635371427,6.843605327714286,6.909575969057142,6.847318754000001,6.763840842199998,6.8718183578000005
TPTE,6.775053057657142,6.83689682282857,6.770489368,6.8799006078857134,6.813731547999999,6.8551228064571434,6.788936023085714,6.796220089371429,6.887743131742858,6.760199040271429,6.89119749,6.771013257542858,6.753545242999999,6.774992978571429,6.8274027199428575,6.7789492056,6.7978968082571445,6.9151143703999995
SZRD1,7.466094209,7.332959745999999,7.466641639,7.335967031,7.564695771999999,7.535856782000001,7.275627004114287,7.30032383,7.637032538000001,7.4561757140000005,7.313600151999999,7.586607947,7.336256006000001,7.559128274,7.5520085429999995,7.487208946,7.4412503109428565,7.597551647
PRMT2,11.378750599999998,11.25422147,11.30019488,11.293421360000002,11.16061298,11.19690871,11.294985419999998,11.17660307,11.251240170000003,11.324825840000003,11.340646670000002,11.259050479999999,11.373732400000002,11.201887390000001,11.390521760000002,11.281769250000002,11.236519639999997,11.545173289999997
PNP,6.8586912380000005,6.806065466942857,6.8544418188571425,6.792805358199999,6.856536444314284,6.747571169999999,6.78305684,6.876825742142857,6.8206526226857145,6.799443504285714,6.7564992990285715,6.7089711558000005,6.729113872828573,6.866683797199999,6.901972030471429,6.8638615203999995,6.870404223485716,6.830467991457143
KLK1B8,7.176869925000001,6.752948389685713,6.771713769,6.754562300199999,6.962521198714285,6.752881751457144,6.865522522357143,6.8684392876,6.890955164914284,6.801986291914285,6.807366746285714,6.872284864399998,6.826824444542858,6.7899139986,6.777145813495238,6.829884565642858,6.726993993857142,6.855660050771429
CIC,7.767190423,7.847433407999998,7.956863667999999,7.871595104,7.941450525,7.872145421999999,7.774201273000001,7.9073136349999995,8.130684748000002,8.057322581000001,8.003109914999998,8.105209484999998,7.990201352,7.859708469000001,7.877121365,7.713372951999999,8.084090891000002,8.119894730999999
CLEC4E,6.793709444000001,6.801410169514286,6.690842357000001,6.771647938999999,6.76127980237143,6.789037549457142,6.751686885,6.691625538771428,6.8427051465142865,6.803276277999999,6.770304904657143,6.773744429371429,6.766769943314286,6.805831623142857,6.823752465000001,6.802366083000001,6.846068960828573,6.766855072371429
