,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep1,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep2,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep3,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep4,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep5,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep6,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep7,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep8,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep9,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep10,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep11,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep12,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep13,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep14,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep15,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep16,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep17,hippocampus_pilocarpine_PLX3397_3_mg/kg_rep18
MSMB,6.801885192885713,6.846098860885715,6.778590128142856,6.80668869002857,6.741403169771428,6.660932782999999,6.7931964749999985,6.717476575000001,6.784951516599999,6.833741903457142,6.875802427314286,6.791236514771429,6.855586877657143,6.858827328428573,6.866993572885714,6.753778398514285,6.785772495914286,6.843605327714286
MAB21L1,6.844879123628571,6.806315856900001,6.829222602571429,6.7369584326571434,6.857076097000001,6.778774115257142,6.931702618600001,6.917293689085715,6.851036585999999,6.802056112000001,6.844879123628571,6.992509154999999,6.832440219,6.9526154049999995,6.985401400342857,6.963914812399999,6.9223138460000015,6.966322416599999
ENTR1,7.555657051000002,7.743055723999999,7.6638676629999996,7.683851711,7.605334999,7.730706100000001,7.5374282579999985,7.603054038,7.408374064999999,7.511374553,7.475598510000001,7.467062972999999,7.62273699,7.598781118,7.815831247999999,7.72128191,7.679213638,7.939747564942856
OLFR545,6.787182965042857,6.736283110800001,6.798956878885714,6.819190440885715,6.860787259914286,6.764536798971429,6.7001258560000005,6.7438766572571405,6.710252223999999,6.815017043257142,6.747997735142857,6.7428569809428565,6.836135677,6.845137633399999,6.730828671171428,6.730734836000001,6.921738405971428,6.744462440514287
ARMC12,6.7437500629999985,6.798200275,6.830475591142857,6.837450064871429,6.707670836000001,6.760270665000001,6.774772174857141,6.890095549857142,6.828116615228573,6.818420637457143,6.806100957285714,6.904882513142859,6.865244568857142,6.808508648285714,6.901154378914285,6.854221418285714,6.828999017314285,6.848368894999999
MMAB,7.070103354999999,7.059394946,7.003169963885714,7.056492981942857,7.072213597,6.998408273,7.118729322000001,7.138022215000001,7.042635225114286,7.215269535,7.080943692999999,7.081545855,7.073732250000001,7.085506556685715,7.105816234,7.0409488310000015,7.033893846057142,7.301282500000001
H13,7.523655071942858,7.635704027999999,7.594566083999999,7.619445136000001,7.6098149,7.667842303999999,7.515067853457143,7.6654482270000015,7.318306266885717,7.589472440000001,7.587366273999999,7.679943637999999,7.554243833999999,7.4563455759999995,7.49458934,7.379050959000001,7.580107282000001,7.384916313
KIF18A,6.746309991342856,6.776796996685715,6.801758830314287,6.7993692904,6.665715250000001,6.809875055142857,6.7333437499999995,6.807520759999999,6.765075327314287,6.820857189171426,6.773351433771429,6.754643605142856,6.859574812085714,6.8931390692857155,6.763419164,6.688413900000001,6.776372672400001,6.753418404
POU3F3,7.2135104960000005,6.992632528542858,7.0315005269999995,7.122249659,6.992669353457143,7.030330024228573,7.137505844657145,7.094745294000001,6.833380315885714,6.948593748085714,6.9502821913714286,6.913628263514285,6.984663821199999,6.852964064171429,6.9130838012,6.945343313771429,6.889390947114286,6.998667353999999
PLA2G2E,6.878305671285713,6.776273767057144,6.828581940257143,6.847725545371428,6.797793325771427,6.7708601080857145,6.769489621628573,6.8295408559999995,6.808524292571429,6.766331147200001,6.8548730291428575,6.784348650085714,6.815840587542857,6.850106369971428,6.842791735085715,6.886540743342858,6.758670851142857,6.812736257228571
ROR1,6.987061127999999,6.879018185971428,6.874678978399999,7.073732250000001,6.941377822571429,6.9585874298285715,6.812926799457144,6.804815023657143,6.804020746114287,6.9907307670000005,6.8625116464,6.829553160400001,6.836804987657142,6.815197851342859,6.8266839267428585,6.856870531600001,6.885883411885715,6.821393383114285
TGIF2,6.843127505485713,6.789157784371429,6.7655939367428575,6.863635675028572,6.745984913000001,6.843967526285714,6.795993192914286,6.8317811261142865,6.771041609000001,6.83214955382857,6.8322433810285705,6.882801364542857,6.759361259742858,6.826778517885716,6.829791082057142,6.9549176769142855,6.832003763771429,6.866327150799998
UGT1A6A,6.949803215,6.862825010600001,6.921659144257142,7.022366177000001,6.960648353457141,6.8590582946571415,6.996442345742857,7.066570922000001,6.948593748085714,7.012718472714285,7.005658681,7.055170083999999,6.971295533314285,7.116269971000001,6.918592729714284,7.096807872628571,7.146402720999999,7.020733790000001
PTPRC,6.8312611848857125,6.816262011171428,6.889032471000001,6.803971758714287,6.804462078742858,6.851423255828571,6.8175841235,6.832332265485714,6.785233402257143,6.758739132914285,6.810222062399999,6.694500432000002,6.7438766572571405,6.814288087800001,6.7466453049999995,6.870524720142859,6.757947992114286,6.806276363657143
RNF24,6.933388090485714,6.994299120028571,7.133150828,7.028308376000001,7.053326674999999,7.041566818000001,7.007310129199999,7.075395258428571,6.988685409657143,6.959724583,7.022441888999999,6.915158674999999,6.928490825600001,6.858013005999999,7.1046472939999985,7.016907053000001,7.0262274864857135,7.039254906
GLRX3,6.873064474314286,6.924248940228571,6.961164106857143,6.911560506828572,6.836981995928571,6.966754491,6.991707979771429,7.029354635999999,7.077128177,6.921038608,7.129049477114286,7.079197707999999,7.011380668171429,6.994479836000001,7.066758692000001,7.064602560999999,7.02983121117143,7.024493686
ZBTB26,6.85033883157143,6.897035256685714,6.982306939000001,6.92715307,6.836620151485715,6.790528873685714,6.929694241457144,6.765165260999999,6.867769321228572,6.8471910328000005,6.907758242000001,6.8211390244857135,6.860453949285714,6.838926631,6.908888341599999,6.887743131742858,6.895308794914285,6.864100468799999
ARHGEF19,7.603266467000002,7.503731641,7.668523535,7.871063812,7.733356282,7.397270257000001,7.469658358999999,7.447056016,8.259969456000002,7.801894039,8.182913089000001,7.526652205,7.461465772,7.720170206000001,7.557640587,7.958851359,7.5348442659999995,7.229187388000001
TEX19.2,6.713326034714287,6.796202212942858,6.745466232000001,6.8375609729999995,6.75577886,6.733664083000001,6.796944885799999,6.720984504,6.7377397619999995,6.9022203905142865,6.776591113914288,6.732654672171428,6.8122924650000005,6.859992252085714,6.775317430857144,6.856536444314284,6.700896755,6.8228725046428575
LRR1,6.804422325285714,6.978467045771429,6.804676975000002,6.872131117714286,6.818402512800001,6.788525570028573,6.7494955129428575,6.794428578942856,6.7945535820857135,6.748811070742858,6.716678878000001,6.696824781999999,6.770703630142857,6.814807144742858,6.819190440885715,6.824026589257144,6.673152699714286,6.686497159999999
CASK,8.609373092999999,8.640220978,8.552271475999998,8.718467321999999,8.688739479,8.525551525000001,8.565084113000001,8.718467321999999,8.602351932,8.570358093999998,8.488244787999998,8.650543250999998,8.476443485,8.751895535000001,8.764874674999998,8.758253264000002,8.730274108,8.791775261999998
RAB4A,9.085206418999999,9.463762501000001,9.523872444,9.387637598000001,9.246580112,9.487424071000001,9.306520388000001,9.456884216,8.993489661000002,9.403604214999998,9.264918024,9.332355307,9.577338761000002,9.305852367999998,9.289610654,9.276610905999998,9.424342985000001,8.901900958999997
