,hippocampus_pilocarpine_vehicle_rep1,hippocampus_pilocarpine_vehicle_rep2,hippocampus_pilocarpine_vehicle_rep3,hippocampus_pilocarpine_vehicle_rep4,hippocampus_pilocarpine_vehicle_rep5,hippocampus_pilocarpine_vehicle_rep6,hippocampus_pilocarpine_vehicle_rep7,hippocampus_pilocarpine_vehicle_rep8,hippocampus_pilocarpine_vehicle_rep9,hippocampus_pilocarpine_vehicle_rep10,hippocampus_pilocarpine_vehicle_rep11,hippocampus_pilocarpine_vehicle_rep12,hippocampus_pilocarpine_vehicle_rep13,hippocampus_pilocarpine_vehicle_rep14,hippocampus_pilocarpine_vehicle_rep15,hippocampus_pilocarpine_vehicle_rep16,hippocampus_pilocarpine_vehicle_rep17
ELAC2,7.697753714999999,7.817221911999999,7.695140202,7.783506057999999,7.869305143,8.135594680628571,7.819930936999999,7.812833766971427,7.677552842999999,7.637754777999999,7.73473215,7.68917999,7.632518958999999,7.619236996999999,7.7619258879999995,7.587064203999999,7.890821744999998
MAFA,6.942015574000001,7.124956561114287,6.974378926371429,7.000122395000001,7.000900918914287,6.861519413914287,6.883099677999999,6.912766703914286,6.962294819885713,6.816146355685715,7.053269722000001,6.94761601857143,6.884314560714287,6.810862413828572,6.920570310599999,6.959817309314285,6.874396226371426
FANK1,6.790486494657142,6.831083554,6.823233040657142,6.770558174057142,6.8788323679999985,6.803329130942857,6.815349028485714,6.855059411657143,6.907957605514287,6.8740583990571436,6.8631685330571415,6.822850756428573,6.781581482342858,6.778687718257142,6.728888592000001,6.789600726314285,6.789504237514286
PTPN2,6.838304698885714,6.911764521657143,6.797966466257142,6.787704606000001,6.7553184728857145,6.791807186000001,6.741127692857143,6.838643289685715,6.798234413857144,6.8136503163714295,6.785067138485714,6.7513413436,6.8381777129999985,6.794274094914286,6.764260502457143,6.789921873628572,6.8070214916
MAPK13,6.862478357628572,6.892990273742857,6.756736906000001,6.841007930999999,6.8671897824285715,6.8791723819142865,6.861249038714286,6.900596457514286,6.812944138571429,6.7575092525999985,6.838964450771428,6.85041754982857,6.809659187257145,6.845311429228573,6.782015888942857,6.841819763685715,6.787501540257142
SNX33,7.313600151999999,7.395459578,7.36489417,7.366054854000001,7.5411787389999985,7.471243998,7.330451473,7.232038289,7.444659656000001,7.232646218,7.522590622999998,7.229060327999999,7.510010469,7.3163364390000005,7.299744930999999,7.388369876000001,7.5348442659999995
GPR84,7.041104437999999,7.116200646000001,6.975147182514284,7.053934013199999,7.214501481000001,7.692187376000001,7.214376352799999,6.967483632457141,7.0239601704000005,7.1636600166,7.164834081000001,6.941786623971429,7.308629572999998,7.004729571571429,6.932638848057143,7.261394018999999,7.0156654814
AMPD3,6.760044293542856,6.850968561114287,6.821952749985714,6.711550657999998,6.9334716685714275,6.832452571999999,6.741019050000001,6.780163594514287,6.822981383257144,6.782450367085715,6.821711265999999,6.919205820257142,6.691625538771428,6.837961798371429,6.827976608485714,6.809022105,6.760350840057143
HBA-A1,12.61540069,12.699884380000002,13.27721713,13.243979729999998,13.097244999999997,12.62912903,12.709325799999998,12.901768469999999,13.569800400000004,13.252380780000001,13.172061980000002,12.62912903,13.34719593,13.104752879999998,12.643338379999998,13.659889669999998,13.097244999999997
ETFRF1,7.210153897999999,7.195951298514288,7.291260477000002,7.266720810000001,7.100718645999999,7.1580562290000005,7.314008908999999,7.2719931429999995,7.215682770999999,7.323009205742858,7.419630574,7.565341442999999,7.27772456,7.40148727257143,7.5165280459999995,7.2871618080000005,7.351555315000001
CD300E,6.907667204771427,6.803870796600001,6.8599638480000005,6.804480518971428,6.948901687914287,6.812207939400001,6.808049516657143,6.776567380542858,6.678138940999999,6.727720186999999,6.767530805000001,6.775053057657142,6.729802199000001,6.817976799999999,6.766031786000001,6.755923087000001,6.744835650514284
TGIF1,6.960714277542858,7.024092611714285,7.137812285,6.969368185342858,6.8374245802285705,7.133470072,6.8771567770000015,6.894158024399999,6.919291924542858,6.905248981228572,7.0686001560000005,6.902645343428571,6.8752927938,6.766667795528571,6.822283225657143,6.869138047371428,6.866274532885715
ERI3,8.898071123257145,9.058290015000003,9.227267099000002,9.479124346999999,9.566654570000003,9.080937602,9.175828942999999,9.52961173,9.515273439999998,9.486802886000001,9.530730835999998,9.088312938,9.378264844,8.940539199999998,9.499594339999998,9.336478420999999,9.249493804
MSMB,6.834673290914286,6.8378208918571435,6.742755585342857,6.780192830657143,6.833109987628572,6.722491512999999,6.829352434114286,6.866719056885714,6.844015315657143,6.7605379245714285,6.890757469857142,6.8213773311142845,6.819286526114286,6.880203479057141,6.8050675080000005,6.7829624766857135,6.81978768282857
MAB21L1,6.795490703257143,6.8114672679999995,6.807722300742857,6.924497987514286,6.788286175628571,6.8289236980285715,6.744515982628572,6.779443198085715,6.8699767521714294,6.897241921657142,6.9996695588857145,6.901807878,6.950194731542856,6.903467912999998,6.860577471085715,6.958712732000001,6.937754502085714
ENTR1,7.859425344999998,7.71313804,7.540764856,7.693436573999999,7.594308314,7.710029532,7.6306883779999986,7.695919222999999,7.652502171,7.6487616339999995,7.799099975999999,7.801646428000002,7.631547188,7.839188068,7.614365867,7.536818746000001,7.698442394999998
OLFR545,6.790174403371429,6.773049507085713,6.8272543693428585,6.801903055,6.789105723542858,6.787980215628572,6.663928962000001,6.847810890228572,6.698525147999999,6.781446670514286,6.706809705000001,6.834907561,6.745081764571427,6.767932524742857,6.789173681485716,6.734544639371428,6.789382096657141
ARMC12,6.89527256337143,6.735285208285716,6.894136911057144,6.732607553828572,6.876453932828571,6.884262728457142,6.936175103171427,6.685742433,6.84884137557143,6.821575010857143,6.907690250514288,6.8322100424857135,6.910904120714287,6.810558504457141,6.8114672679999995,6.815393457000001,6.884893348057143
MMAB,7.167540562999998,6.9166026563714285,7.003881324542858,7.045038941514287,7.079107028685713,7.042118911599999,7.177338219000001,7.083828062428569,6.974666943799999,7.1701726432,7.15342927737143,7.078519769,7.184617042000001,7.064602560999999,7.01077355097143,7.034999113399999,7.076246954999999
H13,7.505337162000001,7.562923124,7.573238222,7.542473699000001,7.719323351000001,7.731109645999999,7.436258091,7.467866407999999,7.536585127,7.469055636000001,7.647971270000002,7.597812184,7.562321525,7.479032992,7.440889449799999,7.6447891000000014,7.434299221
KIF18A,6.763996567542858,6.871084324,6.8423467618857154,6.811741404457142,6.804990547057144,6.736562637,6.771061979,6.809299726199999,6.867059306771429,6.755066314,6.871301128142857,6.832258053257142,6.746553809000001,6.8600172880857135,6.772788334,6.803172522171428,6.766712593342858
POU3F3,7.050547564028571,6.962329678999999,7.061488333085714,7.00468391442857,7.189110337,6.966530424000001,6.968118317257143,6.982937408,7.060723382,7.122168862,6.96522773862857,7.078583716,7.0265930170000015,6.87855369262857,6.969686088685714,6.950550763,6.987390923485713
PLA2G2E,6.832807206857144,6.828723626142857,6.855503215428573,6.746381125799999,6.949565564828573,6.875084341714285,6.7918464379999985,6.860403899228572,6.823655984000001,6.80598802322857,6.8144262165142875,6.738940627999999,6.841886522814286,6.852982389314286,6.822579434599999,6.790004588657143,6.8645703282
ROR1,6.925888612314287,6.979614035,6.8968952096,6.892662075085714,6.889554084200001,6.868999123114288,7.0158772704,6.779937300857141,6.81225749337143,6.884227475771429,6.762596169000001,6.853599586971429,6.905585489171429,6.875706886485713,6.875159207028571,6.807893968600002,6.798285613971428
TGIF2,6.865708272000002,6.769489621628573,6.872546684685713,6.890057563657143,6.880642236485716,6.824827357857142,6.958311253371429,6.775077131942856,6.834963734028571,6.862108019971428,6.854496035000001,6.7862470407999975,6.865402865914285,6.834315300914284,6.745394280914287,6.858355975914285,6.857076097000001
UGT1A6A,7.045298838599998,6.976885328285715,6.998138598171429,6.921766657999999,6.973405590342857,6.903780006114285,6.839030229,6.984453062,7.115154385000001,6.961103807000001,7.068209187999999,7.0903104070000005,7.0672008900000005,7.061488333085714,7.234275360999999,7.057480785,6.962867178942856
