,Epilepsy
MTA1,1
ASB8,1
UCHL1,1
ATRAID,0
OLFR1128,0
HTR1F,1
4933434E20RIK,0
SLC25A29,1
OLFR1164,1
IFNAR2,1
SLC25A4,0
NSMAF,0
FOXP3,0
OLFR510,0
TMSB10,1
KCNK7,0
FAM102A,0
YTHDF2,0
SNRPD1,0
WASHC5,0
CCNI,1
C1QBP,0
ARSB,1
SMOC1,0
OCIAD1,0
FOXE3,1
OLFR691,0
CCL24,1
OLFR410,0
RAB5C,1
GP1BA,0
MSLNL,1
PHF11A,1
TREX2,1
CEACAM16,1
ST8SIA1,1
EPDR1,1
TRAPPC4,0
KNOP1,1
SLC35G3,0
TRPC4AP,1
TRIB3,1
GANAB,0
SLC19A1,0
ARSA,1
IGF1,0
VWA1,1
SERPINA1D,0
ABCG4,1
1110008P14RIK,0
COPS7B,0
S100A1,0
PIGR,0
WFDC5,1
SRRT,1
SEPTIN1,1
SENP3,1
SLC35A1,0
UBL3,0
POU6F2,0
MED7,0
EPS15L1,1
BRS3,0
SERPINA1A,1
STMN3,0
ZFP772,1
OLFR361,0
PRL8A2,0
OSGEPL1,0
CMA1,0
OLFR295,1
FDPS,1
JADE2,0
MFSD2A,1
SEC16A,1
HBB-BH1,1
BC049762,0
VPS72,1
MFAP5,1
COL18A1,1
SHC4,1
GIMAP4,0
KHNYN,1
SLC1A1,1
LAS1L,0
SRM,1
VWC2,1
AQP11,0
PNLIPRP1,1
GOLGA1,1
ZNRF4,0
S100PBP,1
UBE2Z,1
MRPS30,1
TAS2R109,1
CHIL5,0
GIPC1,0
SERPINA7,1
ZDHHC3,1
MORC2A,1
ASB16,1
SNED1,1
TTC6,0
SCX,1
TBC1D20,1
TXLNG,1
CPLX1,1
KCNK2,1
CMTM6,0
HARBI1,0
OPRK1,1
TNFSF13B,1
OCLN,0
RASSF9,1
MYH10,1
DOLK,1
DGCR8,1
JTB,0
RABGEF1,1
ALKBH4,1
PIK3R3,1
SRSF11,1
PRKD1,0
HNRNPR,1
OLFR1475,0
ANTXR1,0
BIRC2,1
LANCL1,1
OLFR594,1
BAG3,1
OLFR1155,1
CNTFR,0
MRPL47,0
NPHP1,0
ALDH8A1,1
EMC9,1
POLR2C,1
FKBP1B,1
FAT4,0
MTRF1L,1
GAR1,0
FRMD3,1
GLIS2,0
ANKRD6,1
SHOX2,1
CUL1,1
OLFR1231,1
CNNM2,1
EXOC3L2,1
ARFRP1,0
SIAH2,1
MRPS18B,0
TMPRSS13,0
VAT1L,1
ARXES1,1
UCK1,0
GTSE1,0
KCNK4,0
RFFL,0
ZSWIM2,1
CXCL17,1
LRRC9,0
UCHL5,1
IL1RAP,1
SEMA4B,1
SLC25A48,0
CSDE1,1
CYP2G1,1
RETNLA,0
ADPRM,0
WNT11,1
IFT80,1
MPL,1
TNFSF15,1
USP25,0
KLRB1B,0
GM38425,1
RDH7,0
ANGPT1,0
H2-AB1,1
KCTD2,1
STON2,0
AGPAT3,0
NOXRED1,1
MAP2,0
DAPL1,0
CCR2,1
TEPP,0
WRN,1
ZFP449,0
TMEM132A,1
CORT,1
OLFR1013,1
PCDHB6,1
HELZ2,0
TCEANC2,1
NEURL4,0
SULT3A1,0
DLEU7,1
CNN2,0
EPHX2,1
RAB39,1
PDE4A,0
NDOR1,0
VPS28,0
TCTEX1D1,1
RPF2,0
CCDC134,1
CCDC57,0
RAPGEF1,1
PARP2,0
KRTAP19-3,0
PHC2,1
2210407C18RIK,0
MRGPRA3,1
IRAK4,0
HOMER1,1
CENPX,0
PCDHGA3,0
CD274,0
ZFP647,0
KLRK1,0
TAPBP,0
CACNG5,1
CALR4,0
ICE2,1
CD93,1
ODF3L1,1
ELAVL1,1
SELENOM,1
PTP4A3,0
ABCA1,1
GNPTG,1
TMEM123,1
MAPK4,0
MAN2A2,1
OLFR1370,1
OLFR1201,0
ORM1,1
ADAMTS3,0
MORC1,0
WWP2,1
PEX5,1
SCAMP2,0
SPAG5,1
RASSF2,0
GAS2L1,0
NDUFB4,0
GM5134,0
IL1A,0
MDM1,0
FBXL19,0
BTBD3,0
VMN1R58,1
FUT2,0
NOP16,1
CCDC155,1
PPP1R35,0
PAX2,0
PRKAA2,1
WDR3,1
ZFP709,0
CHRNB3,1
EHBP1L1,0
RPL14,1
FRAS1,1
GJB2,0
KRT82,1
DUT,1
NARS,1
KHDC4,1
BHLHE23,1
ZER1,1
TRIM28,1
SVS3A,0
TIMM10,0
CDKN2B,0
ARHGAP12,1
LAD1,0
OLFR1141,1
SOAT2,1
MDM4,1
BC005537,0
DMRT2,0
AP2M1,1
LDLRAD4,0
PRKDC,1
SVS5,0
SCGN,0
ADAMTS19,1
FLOT2,0
DERA,1
PSG19,0
AGT,1
BAZ1A,1
RTN4RL1,1
C8B,0
PPIP5K2,1
APOOL,1
ITGB7,0
RPL35,0
ZFP61,0
NUAK1,1
TSNAX,1
OLFR957,1
GNRHR,1
STARD5,1
PUS3,0
IMP4,0
PLCE1,0
JAM2,1
PLCG1,0
IRF7,0
ACOT11,0
NXPH3,0
SORCS1,0
FRAT1,0
PMVK,1
OTP,0
DENR,0
ADCYAP1,1
RCAN3,0
METTL15,1
ZFY1,1
RNF141,0
PRL2A1,1
ZFP352,0
GSS,1
OLFR1044,0
SGMS2,1
DCK,1
CPT1B,1
CRABP1,0
DBNDD1,1
SLC4A1,1
NEPRO,0
TSPAN18,1
PPP4R3B,0
WDR74,0
KLRA13-PS,1
TGFB1I1,0
NUDT22,0
DIS3L,1
ENOX2,0
NDC80,0
SACS,0
KCNK18,1
ARHGAP27,1
TMPRSS6,0
OLFR135,1
LSM12,1
NPFFR2,0
GM10651,1
TFR2,1
ARPC1B,0
VMN1R19,0
BRWD1,1
BPIFB5,0
MSRA,0
UBE2N,0
KLRA7,0
BC052040,1
FKBP7,1
MARCHF4,0
PIAS3,1
PPP3CA,0
IL12RB1,1
FBXO34,1
PMPCA,1
SH3PXD2A,0
MRE11A,0
DCTN3,1
FLT1,1
SHBG,0
CYP2D26,1
GGNBP2,0
PTPRN2,1
ARHGAP10,0
GCNT2,1
RPS16,0
OLFR305,0
ACHE,1
OLFR1154,0
REM1,1
CBFA2T2,0
MIDN,0
NKX2-3,1
DUSP8,0
IKZF4,1
PTCD3,0
ZFP868,1
A,1
PRSS36,0
BCOR,1
ARHGAP8,0
ROMO1,0
RGS3,0
PPBP,0
SLC9A6,0
TNIP1,0
COG4,0
LYPLA2,1
GNPDA1,0
NEUROD1,0
GPR45,1
LAMC2,1
ATP8B3,0
LRRC23,0
DCX,0
SMG9,0
TFF2,1
IFI30,0
CHCHD1,0
GSTM1,0
PRICKLE1,1
NFASC,0
EMC3,0
SLC25A31,1
KRT6A,0
FBXO3,1
PPP2R2C,0
OAS1E,0
GDI1,0
CFP,0
POU2AF1,1
PLCL2,1
PRF1,1
DCTPP1,0
ANO6,0
EPS15,1
TRIM38,0
ITSN2,0
USP39,1
WEE1,0
RIT1,1
LIMA1,0
OLFR979,1
ITPR3,1
CHTOP,1
SH2D2A,1
SMAD2,0
TMEM220,0
ABCA12,1
CD19,0
SETDB2,0
APOC1,0
PDXP,1
CTSJ,1
ULK1,0
KREMEN1,1
CSNK2A2,1
ESRRB,1
RNF14,0
2310034C09RIK,0
TOB2,0
RHO,0
TYRP1,1
GREM1,1
FECH,0
PMP22,0
PROKR1,1
GTF3C4,1
B4GALT3,1
CAMK1G,1
ID2,0
EPHA7,0
APAF1,1
GUCY1A1,1
PKNOX2,0
IRF2BP1,1
GPR108,0
BSX,1
ATP12A,1
ZFP428,0
NCF1,1
OGFOD2,0
PAXBP1,0
CDKN1B,0
PYCRL,0
PSMD4,1
NKD2,0
PUM2,1
OTOP1,0
ZBP1,1
FCGR2B,0
RIOK2,0
UGT2B1,1
PCDHGA10,1
PSD4,0
ADA,0
SEC24B,1
SDC1,0
PCDHGB7,1
HERPUD2,0
FOXA3,0
ISYNA1,0
FAXC,0
APH1C,1
4921517D22RIK,1
HID1,1
BRD4,1
ATP6V1G2,1
EPHX4,0
CEP41,1
ARMCX6,1
NGP,1
PCDH10,1
CCNL1,0
KLRA1,0
FSHR,0
OLFR67,1
PRAMEL6,0
PARP12,1
ST13,0
IFITM7,1
CYHR1,0
CD59B,0
FST,0
RHOBTB2,1
PTPRS,0
TARDBP,1
ABCA16,1
TXNDC17,1
RAD51D,1
RUVBL1,1
TRAT1,0
FBXO44,0
C87436,1
EEF1B2,0
FAM3C,1
PLEKHG1,0
KLHL21,0
NR1D1,0
KIF27,1
MRPL33,0
SLC12A3,1
WFDC3,1
CHRND,1
CDK18,0
ANKEF1,1
SELE,0
ARHGAP33,1
FGFR2,1
HUS1,1
CCDC190,0
ASNSD1,0
RASL2-9,1
TRAPPC11,0
MTCH2,0
SPATA2L,1
DEFB41,0
BCL2L11,1
TSPOAP1,0
SUGT1,1
CYP2A5,0
VASP,0
DHX57,1
CLSTN3,1
PDK1,1
UBE2C,1
TACC3,1
FOXA2,1
ARHGAP11A,0
TRIQK,0
BMP8B,0
PODN,1
ZFP957,0
SYT13,1
OLFR1234,0
HRK,0
HPS3,0
DNAJA1,1
GZMN,0
PPP2R2B,1
TMPRSS7,1
INTS3,1
OLFR846,1
CUEDC1,0
FMR1,1
HAND2,0
MIS18BP1,0
RAB43,0
UFM1,1
GZMM,1
DDB2,0
FCGR1,0
HSD17B7,1
CSK,1
KIFC3,1
CYP2D10,1
SPON2,0
PIGO,1
IGSF3,0
CYS1,1
COQ6,0
ASAP1,0
INHBE,0
ZMAT2,1
MOCS2,0
COX6B2,0
OLFR157,1
TRIM30A,0
USP29,1
MZF1,0
TMEM132E,1
FLRT3,0
YTHDC1,1
FGD4,1
NRBP1,1
AMMECR1L,0
TRIR,0
TOLLIP,1
4933405O20RIK,1
FIBCD1,1
RAP1B,0
MAPRE2,1
SERTAD4,1
ECM1,0
H3C3,0
DMKN,0
SPAG9,0
HSPA12A,0
LTA,1
SCAI,0
KRT16,0
BANP,0
ST7,1
FCRLA,1
KDM4A,1
ARRB1,1
ADAM26A,0
OLFR1286,0
MDM2,1
ADAM28,0
DRD3,0
VMN1R214,1
ARHGEF28,1
FUNDC1,0
MARCO,1
DMPK,0
IL11RA1,1
MCAM,0
GSTZ1,0
PAFAH1B2,0
VEZF1,0
NDUFC1,0
GRIN3B,1
ETNPPL,0
DNAJC12,0
SRXN1,0
IIGP1,0
PTK2B,1
LAMTOR3,1
UBA7,0
FMOD,0
D11WSU47E,1
HYAL2,0
CCR10,0
LRRC39,1
TCERG1,0
BMT2,1
FBXW19,1
STX6,0
CPEB1,0
ARMC8,0
S100A7A,1
VPS16,1
PSME4,0
AIFM1,1
VMN1R46,0
TPI1,1
BATF2,1
ACVR2B,0
TMEM37,1
ADAMTS4,1
RND3,1
FEM1B,1
KANSL2,1
DNAJC6,1
DACT1,0
OOSP3,1
KLHL15,1
ME2,1
OLFR512,1
XPC,0
CXCL5,1
OPHN1,0
HOXC5,1
CD300LD,0
NAPSA,0
CBS,0
KCNE3,1
HBP1,0
SLC9A8,1
CDC6,0
BCL6,1
ITPR1,1
SCYL2,1
DMRT3,0
9530002B09RIK,1
DDR2,0
ZC3H6,1
OLFR1320,1
KPNB1,1
RAB11A,1
CSMD1,0
SH3PXD2B,0
PLA2G2F,1
HADHB,0
CD99L2,1
IFIT3,1
CSF1R,0
ZFAND2A,0
MSANTD1,1
L3HYPDH,1
PMEL,1
PRPS1,0
SPRY1,0
CRISPLD1,0
CLEC12A,1
MOB1A,0
TWIST2,1
PHKA1,1
OLFR1443,0
RBX1,1
TRAF1,0
LPXN,0
GLT6D1,1
OLFR1259,0
RERG,0
ATXN3,0
RDH1,0
MTRF1,0
TNFRSF10B,0
MRGPRA1,0
CLEC4A1,1
HAP1,0
RUNX1T1,1
CEP97,1
ATE1,1
OLFR1279,1
IGFBP1,0
SLC38A9,0
DIPK1C,0
TPST1,1
SCMH1,0
SLC26A8,0
TLE1,1
PATL1,1
ANKFN1,1
OLFR651,1
SOX30,1
HSPA4L,1
CFB,1
MTMR3,1
PWP2,0
FMO5,1
FARP1,0
MAN1C1,1
OLFR395,0
PHF6,1
METAP1,1
CACNB4,1
MICOS13,0
OLFR827,1
KCNK15,1
ODF3,1
ATP5G1,0
GDPGP1,1
GAPT,0
LCP2,1
TCF15,0
VMN1R200,1
CSNK1D,1
RIMS4,1
1700001F09RIK,1
TMEM79,1
KCNG4,1
H2BC21,0
OLFR1263,0
SMYD3,1
TMEM106B,1
NF1,1
BTNL10,1
OLFR659,0
ACSS2,0
MYC,1
IL1R1,1
WASL,1
E2F1,0
CHIL6,0
AGFG1,1
TSPAN13,1
4930503L19RIK,0
ZFP810,1
DCSTAMP,1
SNX9,0
NRSN1,0
HOXD11,1
TRIM44,1
OLFR292,1
RALBP1,1
MUC1,0
SYT14,0
TAS2R110,0
OLFR666,0
KLF12,0
MSTN,0
FGF3,1
GHITM,0
CMTM5,0
COL24A1,1
MSI1,1
WNT9B,0
CUTAL,1
OLFR615,1
RAET1E,0
CDK8,0
ELOF1,0
MSLN,0
OLFR536,0
CCDC114,0
MRPL3,1
MELK,0
SERTAD3,0
GOLGA2,0
VMN1R87,0
AATK,0
TAS2R119,1
P3H4,0
NPL,1
1700030J22RIK,1
ZFP94,1
ASPN,0
ITGA6,0
NUSAP1,1
OXCT1,0
TACSTD2,0
TONSL,1
ABHD10,0
TRPV4,0
BDH1,0
ADI1,0
SERPINB1A,0
SERTAD2,0
HROB,0
PRSS33,0
PTGS2,1
ENAM,1
OLFR569,0
CYP4F14,1
SDSL,1
TFAP2C,0
VIPR1,0
LANCL2,1
OLFR620,0
TMEM17,1
OLFR628,0
TMEM251,0
NDC1,1
CRHBP,1
ZFP385A,0
RESP18,1
ELK4,1
NSD1,0
NRSN2,1
XPO4,0
CASKIN1,0
XIRP1,1
TWISTNB,0
HAPLN3,1
TMEM215,0
TENM3,1
AFG1L,1
DMTF1,0
PIK3R4,1
UBE2E1,0
CCL5,0
ESYT3,1
ENPP1,1
RNF222,1
REEP2,0
UBE2R2,1
FCRL1,0
MBTPS1,0
OLFR1255,0
ARL16,0
TMED2,0
TMEM121,0
CKAP2L,1
RASGEF1C,0
RNF128,1
OLFR1276,1
OLFR694,0
TESK1,0
OLFR290,1
KYAT3,1
OLFR262,1
TXNRD2,0
RAB2B,0
ASAH1,0
TUT4,1
ZMYM5,0
PIP4K2B,1
KAT5,0
MFN1,0
CBX8,0
EFCAB5,0
TMCO6,1
PIWIL2,0
KLF6,1
OLFR1112,0
WDR44,0
ZNRF1,0
CALD1,0
TMX4,1
FEM1AL,1
BRMS1L,1
TSPAN3,0
NCAPG2,1
BEX2,1
RRP36,0
2310033P09RIK,1
ZEB2,1
TRAF3IP2,0
TSACC,0
CLDN34B3,0
CRELD1,1
CHTF18,1
CTNNBIP1,0
GGCX,0
UNG,0
SLC44A2,0
COPZ2,1
NAMPT,0
SLIT1,0
PIGH,0
VMN1R219,0
CIAO3,1
TOP1,1
VMN1R222,0
CTNNAL1,0
KCNK5,1
OLFR197,0
HOXB3,1
MAPK7,0
ZFP273,0
OLFR913,0
DEFB34,0
SIK2,0
DNTT,1
HMG20B,0
EAR1,1
GLRB,0
SCGB2B24,0
PCYT1B,0
ZADH2,0
MAPRE3,0
RPP30,0
POR,1
PHLPP1,1
NNAT,0
C1QTNF2,0
AADACL2FM1,1
CLCN1,1
CD36,1
TMX1,0
EZR,0
ST3GAL5,1
EFHB,1
H4C9,0
MSANTD4,1
RNF220,0
SYCN,1
DEFB5,1
RXRG,1
KRT88,0
UTP15,1
FGA,0
KIN,1
ZBTB17,0
TUT1,0
POM121,1
RNF125,1
CYB561,1
OLFML2A,1
STAM2,1
OLFR1018,0
ANK,1
TMEM229B,0
TMEFF2,1
GSC,1
IFITM2,0
RHOX11,0
ZFP93,0
OLFR1006,1
CYP1B1,0
RASAL3,0
LYZL4,0
ATOX1,0
SCCPDH,1
SBNO2,0
MRPL11,0
SFRP5,0
WAP,1
OLFR1057,0
OLFR920,1
CYFIP2,1
GRIK4,0
SEPSECS,1
APH1A,0
PDGFRL,1
ONECUT3,0
CPNE6,1
RAB12,0
LRRFIP1,1
OLFR1507,0
SPHK1,0
TEX46,1
SMG5,0
VAMP5,1
ACBD6,1
ADRA1A,1
OLFR1389,0
NFIA,1
TTC33,0
STAG2,0
STK19,0
FAM114A2,1
EHD3,1
MAGT1,0
IFI27L2B,1
DHX30,1
OLFR652,1
NPAS3,0
LEMD2,0
DHX29,0
ABCC9,0
CDK2,0
RBMX,1
RGS20,1
CRH,0
KLC3,0
PRKCSH,0
SLC5A3,0
IL1RN,1
ADGRG4,0
MAP4K4,1
NECTIN3,0
BGLAP3,1
ZBTB22,1
UCP3,0
RASGRF1,1
TRIAP1,0
POU3F1,1
MAX,0
MRPS9,0
MRPS2,1
VMN1R69,0
DENND11,0
STAG1,0
4930544G11RIK,0
GBP2B,0
ARMH3,1
FPGS,0
NME4,0
OCM,0
AGO3,0
MAP7D1,1
NAT10,0
SORCS3,1
MAGEA5,1
SYT11,1
DDX19A,0
CEP164,0
MINAR2,1
OLFML3,0
IRF9,0
OLFR1213,0
IL2RA,1
HAUS6,0
ACTR10,1
CRISP1,0
ARFIP2,1
MYOD1,0
NELFE,0
H2AC1,1
CMSS1,1
OLFR1168,1
LBH,0
VMN1R28,1
RPS6KA5,0
DCTN6,1
CD27,0
SFXN1,0
DIS3,1
ENOPH1,0
RALGAPA1,0
OLFR958,0
FAM222B,0
NR4A3,0
STRN,0
DDX59,0
SLC30A7,1
OLFR891,0
HSP90AB1,1
ZFP217,1
OLFR95,0
EIF3B,1
ASPH,0
TAB1,0
WDR34,0
CCT7,0
CMTM7,0
SS18,0
CEACAM20,1
PON2,0
DXO,0
COPG1,0
FAM187B,0
PNO1,0
TSPAN11,0
TIFA,1
KLHL4,1
LSM7,0
ATL2,1
LYRM7,1
PSMF1,1
DNAJC2,0
UNCX,0
EDRF1,1
GRIK2,0
OLFR678,1
CKS1B,1
TMEM63C,1
SLC32A1,1
TMED8,0
PAICS,1
PDLIM1,1
RHOX9,0
DHDH,0
FERMT1,1
BSDC1,0
PCDH7,1
TTLL1,0
VTN,1
TOMM70A,0
FUT8,0
GM38525,0
ABI1,1
MPDZ,0
NXT1,1
CLEC4G,1
EZH2,0
D8ERTD738E,0
FAM166A,1
COBLL1,1
PLD4,0
HSD17B3,1
RBSN,1
MRAP,0
CEACAM10,1
TMEM107,0
6030458C11RIK,1
SLC35F2,0
UBXN6,0
DSPP,1
YBX3,1
LENG1,0
CDHR2,1
SNPH,1
CTTNBP2,1
SMAD1,1
CMC4,1
PTGDR2,1
OLIG3,0
TWF2,1
TSPYL4,1
PRIMA1,1
BAG2,0
ISCU,1
ARMC7,1
HSD3B5,0
RBM3,0
CCDC163,0
ZBTB24,1
CUX2,1
AMPD2,0
ANGPT2,0
9330182L06RIK,1
PIK3R5,1
KLHL22,1
COPRS,0
FAM181B,1
NDUFS4,0
TRIT1,1
SLC22A21,1
IRGM1,0
GBA,1
HSD17B6,1
TMEM33,0
4921509C19RIK,0
P4HA1,0
OLFR828,1
RIOK1,1
PPA2,1
RPS8,0
TTI1,1
PRPS2,1
G6PC2,0
BORA,1
MB,1
DDX17,0
FAM160A2,1
ABHD15,1
ZFP277,0
TSPAN2,0
GPT2,1
CATSPERD,0
ASPA,0
ARMCX3,1
CLDN14,1
PPME1,1
ANXA13,0
CSTA2,0
OLFR679,1
APIP,1
LIF,0
HABP2,1
CLEC2H,1
DAP,0
LCE1A1,1
CCDC80,0
JRK,1
MYOZ2,1
HOXA3,1
SFRP4,0
ECHDC3,1
HNF1B,1
POLR2E,0
SERPINB7,1
VPS37D,0
DERL3,1
AAMP,1
OLFR1416,0
GAD1,1
GAP43,1
CR1L,0
KRTAP9-3,1
MRGPRB5,1
KLHL18,1
WDR20RT,1
NUP155,1
3110009E18RIK,1
SRA1,0
IDH3B,0
ZCCHC14,0
PTPN7,0
FAM167B,0
NRAP,1
GMEB2,1
TM2D3,1
DEPDC5,1
THSD4,1
LARGE2,1
ADAM4,0
SYN1,1
SPI1,0
GID4,0
PCSK4,1
TRAIP,1
GOLPH3L,1
COX15,0
METAP2,0
ATP10D,1
CAMSAP3,1
PDLIM3,1
RCE1,0
RAPSN,1
TWSG1,1
KLF15,1
SF3B1,1
LCTL,1
CLRN1,0
COA6,1
UCHL4,1
CYREN,1
OLFR1123,1
RIPOR1,1
TTC22,0
PGAP2,0
PRKAR1B,1
CSN1S2A,0
HASPIN,0
SLC16A2,1
OPRL1,1
HBB-BT,0
DECR1,0
ZFP622,0
IGSF21,1
CALCRL,1
MCPT8,1
APOL10A,0
SDR16C5,0
OLFR330,1
RASGEF1B,0
SGO1,1
CELSR1,0
BMP3,1
ISOC1,0
ATXN2,1
TRAPPC2,0
HNRNPC,0
RGS6,1
PRKAR1A,1
GARNL3,0
FXYD5,0
TMEM9,0
PROS1,0
NUP62,1
IGSF5,0
RGMB,0
RASSF8,1
CES1C,0
CCN1,1
SVS1,1
ZFP157,0
SAMD14,0
PPP6R3,1
L3MBTL4,1
TFEB,0
FLAD1,1
TERF2IP,1
SCYL3,0
BCHE,0
HHAT,0
TAAR4,1
SLCO3A1,0
SRSF2,0
TEDDM1A,1
RNASE4,0
CNOT8,0
NVL,1
PFN2,0
SHKBP1,1
CD151,0
WDR37,1
EEF1AKMT1,0
YTHDF1,0
KRT6B,0
TPK1,0
UGT2B36,1
ST3GAL2,0
CDSN,0
ADRA2C,1
CD320,1
DUS1L,1
BLOC1S1,0
OLFR592,1
CLINT1,0
ACBD3,1
TRAF7,1
SORBS2,0
GASK1B,1
OLFR1295,1
CTSM,0
LRRC36,1
SLC25A32,1
EAR10,0
EXOC6,1
KRT33A,0
NECTIN4,1
NFATC2IP,1
FABP5,0
AK2,0
PDGFRA,1
BTK,0
FAM49B,0
OLFR798,1
CST11,1
HOOK2,1
CPNE3,0
ALOX12B,1
NOP58,0
OLFR1045,1
DDX3Y,1
OLFR237,0
CAMK2B,1
TNS4,0
ESR2,1
F11,1
PSORS1C2,0
STAT4,0
CSF2RB,0
GM2042,0
MATN3,0
RWDD3,0
DNAH5,1
PPP1R12C,1
PCDH8,1
TPCN2,0
CORIN,0
MYEF2,0
AP3B1,0
SLC10A3,0
E330021D16RIK,1
TUBB4A,1
HACD1,0
TWIST1,0
OPN3,0
REV3L,1
ACAP3,0
ZCCHC7,1
ACSS3,1
ZFP523,0
VPS26A,0
ETS1,1
EXOC3L,1
LYZL6,0
TCEAL6,1
DCAF13,1
HAMP,0
SNX14,1
TNP1,1
ME3,0
RBM6,0
IFT43,0
TRMT2B,1
CHD4,1
ORAI1,1
USP12,1
ASB3,1
LCN3,0
MAP3K12,1
PAIP2B,0
DDX19B,0
ZBTB14,1
GPNMB,0
MMP1B,1
F2RL2,0
BCL2L12,0
EDARADD,1
IL18,1
CBR1,1
SPATA16,0
PFKL,1
OLFR371,1
SLC25A13,0
GIMAP9,1
GTF2A1,0
BTBD10,0
CENPA,1
POLE4,0
LILR4B,1
SOCS6,1
MARK1,1
RICTOR,1
RPL23A,0
TRIM33,0
ACSL6,1
PTDSS2,0
OLFR853,0
BFAR,0
LILRB4A,1
SWT1,0
SRMS,0
TNC,0
UGT2B35,1
VSIG1,0
SLC24A5,0
PCARE,0
WFDC2,1
GP5,0
SHC1,1
OLFR502,0
MEI1,0
IGFBP2,1
SMN1,0
CUEDC2,0
USP20,1
GFOD2,1
SEPTIN12,0
ANK1,0
SELP,0
ZNRF2,0
DDX47,0
MRPL23,0
CDKN2AIPNL,0
TLR1,0
INPP5B,0
TMEM59,0
OLFR1223,1
IFNA12,1
TRP73,0
RALYL,1
OLFR535,0
GABARAPL1,0
NACAD,1
MNT,1
5730480H06RIK,0
KRTAP15,1
RUFY1,1
MARCHF2,0
TRIM45,0
SLU7,0
USP4,1
RAB36,0
MAG,0
EDEM2,0
AU040320,1
OTULINL,1
SYT6,0
OTUB1,1
DPCD,0
KCNA1,0
SLC25A19,1
ETFA,0
TMEM154,0
AW549877,1
OLFR796,0
PML,1
SF3B3,1
CREBZF,1
FOXRED1,0
OLFR1038-PS,1
KIF15,0
FOXA1,0
NRP1,1
OLFR341,1
RALY,1
LAMP1,0
RGS7,0
DGCR2,1
TARSL2,1
MINPP1,1
ARAF,1
BEND3,0
MRPL28,0
CTSLL3,0
GATA1,0
SGSH,1
TAC4,0
KLK13,0
OLFR49,0
NOTO,0
PCDH20,1
HOXA13,1
OLFR695,1
LPCAT3,1
DDX25,1
OLFR1258,1
MMP23,0
SMAD5,0
SCD1,0
SCG2,1
OLFR893,0
VMN1R195,0
BBS1,1
RIT2,1
BOK,1
ITGAD,1
FXR1,1
ACTL6B,0
COG2,1
NLRP3,1
DNAJC11,1
RNF216,1
OLFR393,1
RGS9BP,1
DLST,1
DGKG,1
RCL1,0
LCE1C,0
PARM1,1
RNF115,0
MRGPRA2B,1
AARD,0
RASA1,1
IGSF11,0
GGPS1,1
ANAPC11,1
OLFR731,1
CABP5,0
PDE12,1
PCED1B,0
PPP1R13B,1
RAD9A,0
OAZ3,1
PARD6G,0
CNIH1,0
AMBRA1,1
P2RX4,1
IPP,1
TEDDM2,1
MINDY1,0
CHRAC1,0
ENTPD2,0
SETMAR,1
RAD51,0
SERBP1,1
PFKP,1
PPP4C,1
KCNIP4,1
LRP1,1
ARSJ,1
EPHA6,0
NEFH,0
PLEKHF2,1
POLR2F,0
HNF4A,0
RHOU,1
SIM1,0
EMX2,1
GPR34,0
OLFR1040,0
ASTN2,0
NADK2,1
CLK2,1
MPC2,1
CD24A,1
GABRA4,1
AMPD1,1
ENC1,1
AP2A2,1
KIF17,0
ING5,1
TAS2R108,1
SPARCL1,0
TRH,1
THAP12,0
APPL1,1
TES,0
GGN,0
P2RY4,1
TTLL6,0
GNB5,1
SH3YL1,1
KCNG3,1
ACCSL,1
TRIP12,1
GALE,0
NASP,1
TACR3,1
SRPX,0
GPR82,1
FBXL5,0
AOX1,0
AKR1B7,1
DEUP1,0
OLFR1325,1
BNIP5,1
NPEPPS,0
DNAJB8,1
SIGMAR1,1
TFDP2,1
SERPINA5,0
ENDOU,1
MPV17L2,0
SKINT4,1
MASTL,1
CYPT2,0
CES1F,0
UCN3,1
ADAM6A,1
POP4,0
1600012H06RIK,1
PTRH2,0
LOC100862455,0
TRIM32,1
MRC2,0
MBL1,0
DCUN1D5,0
PRKX,0
FAP,1
RBFOX1,1
GM1673,0
SAMD12,1
ROM1,0
TMEM106A,0
MAGI2,0
CDC7,1
M6PR,0
CHRM1,0
OLFR126,0
TEX10,1
RBP1,1
CPLX2,0
MGST3,0
CTSC,0
ADAMTS1,1
ASB18,1
CLIP1,1
3300002I08RIK,0
IL10,0
HMGXB4,1
BTNL9,0
PRXL2B,0
AREG,1
ZFP110,0
CDK20,1
ARID3B,0
NTHL1,0
AAGAB,0
LCORL,1
OMD,0
PCOLCE2,1
ABCC10,0
RSPRY1,1
RNF114,0
HSD17B10,0
CUL2,1
OLFR1153,0
SBP,1
FAAP100,0
GORASP2,0
TRAPPC3,0
FCHSD1,0
ARL14EP,1
MYCBP2,0
ATG101,0
GOPC,0
PSPC1,0
GPALPP1,1
DDO,0
OLFR645,0
KIF9,0
TTC27,0
KLK1B3,1
COMMD2,1
LRRC19,1
NFKBIE,0
PNMT,0
UBE2U,1
SVAL1,1
AZIN1,0
ARL3,1
ILDR1,0
NAIF1,1
BRAT1,1
OLFR161,1
DTX3,0
EPX,1
TAF12,0
GAPVD1,1
EPB41L5,1
CCL8,0
LIME1,1
DRG1,0
MLST8,0
LYSMD1,1
CCDC148,1
RSPH6A,1
JADE3,0
SYTL2,1
HNRNPM,1
NLK,1
MTCH1,1
TEP1,1
