simulation,sample_comp_mean,sample_comp_std,correctness
245,762.66122449,130.8259,100.0
246,761.991869919,130.97942,100.0
247,761.898785425,130.72217,100.0
248,761.274193548,130.82714,100.0
249,761.112449799,130.58901,100.0
250,760.752,130.45163,100.0
251,762.047808765,131.79381,100.0
252,761.011904762,132.55198,100.0
253,760.675889328,132.39726,100.0
254,760.417322835,132.20036,100.0
255,759.631372549,132.53414,100.0
256,759.97265625,132.38726,100.0
257,760.120622568,132.15065,100.0
258,761.205426357,133.03587,100.0
259,761.231660232,132.77947,100.0
260,761.353846154,132.53846,100.0
261,762.019157088,132.7186,100.0
262,762.267175573,132.52566,100.0
263,761.551330798,132.78,100.0
264,762.367424242,133.18749,100.0
265,762.754716981,133.08481,100.0
266,762.402255639,132.95827,100.0
267,762.445692884,132.71094,100.0
268,762.182835821,132.53273,100.0
269,762.832713755,132.71328,100.0
270,763.974074074,133.78345,100.0
271,764.136531365,133.56306,100.0
272,764.183823529,133.31959,100.0
273,764.608058608,133.259,100.0
274,764.751824818,133.03681,100.0
275,764.890909091,132.81466,100.0
276,765.09057971,132.61518,100.0
277,764.873646209,132.42463,100.0
278,764.71942446,132.21116,100.0
279,764.964157706,132.03708,100.0
280,764.828571429,131.82055,100.0
281,765.142348754,131.69049,100.0
282,765.414893617,131.53616,100.0
283,765.720848057,131.40404,100.0
284,765.545774648,131.20555,100.0
285,765.680701754,130.9949,100.0
286,766.101398601,130.95841,100.0
287,766.334494774,130.78948,100.0
288,766.184027778,130.5871,100.0
289,767.307958478,131.74897,100.0
290,766.879310345,131.72334,100.0
291,766.4604811,131.6901,100.0
292,766.746575342,131.55497,100.0
293,766.962457338,131.38208,100.0
294,766.244897959,131.73231,100.0
295,766.603389831,131.65243,100.0
296,765.739864865,132.26406,100.0
297,765.511784512,132.0995,100.0
298,765.305369128,131.92564,100.0
299,765.434782609,131.72378,100.0
300,765.373333333,131.50835,100.0
301,764.448504983,132.26331,100.0
302,764.112582781,132.1727,100.0
303,763.501650165,132.38084,100.0
304,763.776315789,132.24938,100.0
305,764.426229508,132.51777,100.0
306,763.464052288,133.36392,100.0
307,763.045602606,133.34759,100.0
308,763.448051948,133.31756,100.0
309,762.925566343,133.41714,100.0
310,762.2,133.81101,100.0
311,761.752411576,133.82794,100.0
312,762.173076923,133.81908,100.0
313,762.702875399,133.93248,100.0
314,762.856687898,133.74673,100.0
315,762.304761905,133.89193,100.0
316,762.262658228,133.682,100.0
317,761.637223975,133.93323,100.0
318,762.462264151,134.52688,100.0
319,762.141065831,134.43793,100.0
320,762.45625,134.3457,100.0
321,763.214953271,134.82115,100.0
322,763.099378882,134.62756,100.0
323,762.907120743,134.46326,100.0
324,762.898148148,134.25569,100.0
325,762.276923077,134.51457,100.0
326,761.708588957,134.69834,100.0
327,762.287461774,134.89773,100.0
328,762.826219512,135.04382,100.0
329,762.753799392,134.84481,100.0
330,763.278787879,134.97666,100.0
331,763.359516616,134.78059,100.0
332,763.301204819,134.58164,100.0
333,762.972972973,134.51243,100.0
334,763.179640719,134.36385,100.0
335,762.274626866,135.17883,100.0
336,762.383928571,134.99234,100.0
337,762.540059347,134.82229,100.0
338,762.088757396,134.87739,100.0
339,762.595870206,135.00062,100.0
340,763.223529412,135.2964,100.0
341,763.809384164,135.52908,100.0
342,764.160818713,135.4863,100.0
343,763.935860058,135.35261,100.0
344,763.752906977,135.1982,100.0
345,763.985507246,135.07103,100.0
346,763.945086705,134.87779,100.0
347,764.155619597,134.74022,100.0
348,764.031609195,134.56632,100.0
349,764.810888252,135.15746,100.0
350,764.851428571,134.96637,100.0
351,765.142450142,134.8839,100.0
352,765.193181818,134.69552,100.0
353,765.291784703,134.51732,100.0
354,765.40960452,134.34543,100.0
355,764.907042254,134.48889,100.0
356,764.297752809,134.78962,100.0
357,764.257703081,134.60283,100.0
358,764.586592179,134.55828,100.0
359,764.314763231,134.46914,100.0
360,765.108333333,135.12143,100.0
361,765.191135734,134.9433,100.0
362,765.591160221,134.97096,100.0
363,765.892561983,134.90685,100.0
364,766.159340659,134.81726,100.0
365,765.906849315,134.71861,100.0
366,764.991803279,135.66552,100.0
367,764.716621253,135.58281,100.0
368,764.983695652,135.49511,100.0
369,764.471544715,135.6676,100.0
370,763.837837838,136.02991,100.0
371,764.522911051,136.4841,100.0
372,764.166666667,136.47314,100.0
373,764.120643432,136.29297,100.0
374,764.034759358,136.12074,100.0
375,763.658666667,136.13356,100.0
376,763.406914894,136.0398,100.0
377,763.122015915,135.97153,100.0
378,763.743386243,136.32646,100.0
379,764.416886544,136.77474,100.0
380,764.886842105,136.90071,100.0
381,764.784776903,136.73541,100.0
382,764.489528796,136.67787,100.0
383,764.46997389,136.49986,100.0
384,764.330729167,136.34925,100.0
385,764.631168831,136.29927,100.0
386,765.272020725,136.70215,100.0
387,765.552971576,136.63696,100.0
388,765.443298969,136.47782,100.0
389,765.105398458,136.4647,100.0
390,765.169230769,136.29544,100.0
391,765.135549872,136.12267,100.0
392,764.926020408,136.01205,100.0
393,764.732824427,135.89274,100.0
394,764.657360406,135.72842,100.0
395,764.556962025,135.57115,100.0
396,764.356060606,135.45873,100.0
397,763.74559194,135.83235,100.0
398,763.949748744,135.72257,100.0
399,763.779448622,135.59495,100.0
400,763.995,135.49378,100.0
401,764.289276808,135.45266,100.0
402,763.390547264,136.47592,100.0
403,763.255583127,136.33334,100.0
404,763.066831683,136.21722,100.0
405,763.009876543,136.05377,100.0
406,763.201970443,135.94109,100.0
407,763.520884521,135.92596,100.0
408,763.477941176,135.76204,100.0
409,763.437652812,135.59842,100.0
410,763.363414634,135.44127,100.0
411,763.469586375,135.29348,100.0
412,763.286407767,135.18021,100.0
413,763.757869249,135.35517,100.0
414,763.5,135.29313,100.0
415,763.836144578,135.30301,100.0
416,764.019230769,135.19174,100.0
417,763.985611511,135.03129,100.0
418,763.832535885,134.90589,100.0
419,763.718377088,134.76502,100.0
420,763.726190476,134.60458,100.0
421,763.489311164,134.53224,100.0
422,762.817535545,135.07785,100.0
423,762.822695035,134.91813,100.0
424,762.634433962,134.81455,100.0
425,762.854117647,134.73181,100.0
426,763.025821596,134.62013,100.0
427,763.011709602,134.46272,100.0
428,763.142523364,134.33274,100.0
429,763.13986014,134.1761,100.0
430,762.981395349,134.06017,100.0
431,762.835266821,133.93884,100.0
432,763.046296296,133.85545,100.0
433,763.2147806,133.74664,100.0
434,763.506912442,133.7307,100.0
435,763.459770115,133.58051,100.0
436,763.848623853,133.67349,100.0
437,764.567505721,134.36157,100.0
438,764.591324201,134.20903,100.0
439,764.630979499,134.05865,100.0
440,764.315909091,134.06885,100.0
441,764.392290249,133.92634,100.0
442,764.429864253,133.77708,100.0
443,764.284424379,133.66099,100.0
444,764.231981982,133.51495,100.0
445,764.595505618,133.58464,100.0
446,764.957399103,133.65301,100.0
447,764.460850112,133.91464,100.0
448,764.254464286,133.83625,100.0
449,764.118040089,133.71831,100.0
450,764.393333333,133.69697,100.0
451,763.962305987,133.8613,100.0
452,763.89380531,133.72106,100.0
453,764.51214128,134.21872,100.0
454,764.718061674,134.14244,100.0
455,763.973626374,134.93052,100.0
456,763.923245614,134.78677,100.0
457,763.75273523,134.68845,100.0
458,764.041484716,134.68286,100.0
459,763.897603486,134.5713,100.0
460,763.930434783,134.42678,100.0
461,763.984815618,134.28597,100.0
462,763.562770563,134.44629,100.0
463,763.410367171,134.34096,100.0
464,763.25,134.24048,100.0
465,763.062365591,134.15696,100.0
466,763.118025751,134.01831,100.0
467,762.937901499,133.9312,100.0
468,763.373931624,134.11944,100.0
469,762.92750533,134.32402,100.0
470,763.014893617,134.19439,100.0
471,763.530785563,134.51761,100.0
472,763.243644068,134.51946,100.0
473,763.66807611,134.69319,100.0
474,763.426160338,134.65386,100.0
475,763.336842105,134.5261,100.0
476,762.949579832,134.6495,100.0
477,763.050314465,134.52624,100.0
478,763.341004184,134.53533,100.0
479,763.066805846,134.52846,100.0
480,762.9875,134.39947,100.0
481,762.459459459,134.75719,100.0
482,762.524896266,134.62498,100.0
483,762.418219462,134.50593,100.0
484,762.045454545,134.61642,100.0
485,761.643298969,134.7683,100.0
486,761.495884774,134.66871,100.0
487,761.367556468,134.56012,100.0
488,761.788934426,134.74344,100.0
489,762.237218814,134.96938,100.0
490,761.904081633,135.03268,100.0
491,762.376782077,135.30032,100.0
492,762.176829268,135.23535,100.0
493,761.935091278,135.20449,100.0
494,762.307692308,135.32071,100.0
495,762.333333333,135.18516,100.0
496,761.935483871,135.33858,100.0
497,761.915492958,135.20309,100.0
498,761.815261044,135.08576,100.0
499,761.967935872,134.99334,100.0
500,762.132,134.90807,100.0
