simulation,sample_comp_mean,sample_comp_std,correctness
223,730.793721973,144.667,100.0
224,730.825892857,144.34452,100.0
225,731.746666667,144.68121,100.0
226,732.707964602,145.07912,100.0
227,732.832599119,144.77133,100.0
228,733.118421053,144.51768,100.0
229,733.056768559,144.2048,100.0
230,733.02173913,143.89194,100.0
231,732.826839827,143.61057,100.0
232,733.232758621,143.43347,100.0
233,732.690987124,143.36304,100.0
234,732.854700855,143.0782,100.0
235,733.178723404,142.85947,100.0
236,732.665254237,142.77362,100.0
237,732.362869198,142.54781,100.0
238,733.155462185,142.77039,100.0
239,732.669456067,142.66854,100.0
240,732.058333333,142.68414,100.0
241,731.352697095,142.80682,100.0
242,731.876033058,142.74285,100.0
243,732.172839506,142.52365,100.0
244,731.733606557,142.396,100.0
245,731.579591837,142.12546,100.0
246,732.040650407,142.01977,100.0
247,732.809716599,142.24436,100.0
248,731.983870968,142.5494,100.0
249,732.140562249,142.28426,100.0
250,731.552,142.3028,100.0
251,730.844621514,142.45879,100.0
252,730.563492063,142.2456,100.0
253,730.747035573,141.9941,100.0
254,729.948818898,142.28191,100.0
255,730.02745098,142.00819,100.0
256,730.7265625,142.16956,100.0
257,730.311284047,142.04818,100.0
258,730.713178295,141.91895,100.0
259,731.216216216,141.87498,100.0
260,731.838461538,141.95553,100.0
261,732.237547893,141.82939,100.0
262,732.698473282,141.75418,100.0
263,731.851711027,142.14676,100.0
264,732.443181818,142.20116,100.0
265,732.490566038,141.93469,100.0
266,732.601503759,141.67916,100.0
267,732.209737828,141.55787,100.0
268,731.388059701,141.93,100.0
269,730.189591078,143.0181,100.0
270,730.718518519,143.01635,100.0
271,730.881918819,142.77749,100.0
272,731.051470588,142.54212,100.0
273,731.575091575,142.54264,100.0
274,731.547445255,142.28303,100.0
275,731.563636364,142.02435,100.0
276,731.597826087,141.76796,100.0
277,732.509025271,142.3192,100.0
278,732.651079137,142.08267,100.0
279,731.397849462,143.35882,100.0
280,731.907142857,143.35522,100.0
281,732.049822064,143.11983,100.0
282,733.563829787,145.1026,100.0
283,733.201413428,144.97381,100.0
284,733.26056338,144.72177,100.0
285,733.824561404,144.77997,100.0
286,734.234265734,144.69204,100.0
287,733.770034843,144.65295,100.0
288,733.684027778,144.40895,100.0
289,733.937716263,144.22317,100.0
290,733.620689655,144.07513,100.0
291,733.512027491,143.83927,100.0
292,733.397260274,143.6061,100.0
293,733.037542662,143.49255,100.0
294,733.921768707,144.04569,100.0
295,733.806779661,143.81485,100.0
296,733.557432432,143.63558,100.0
297,733.410774411,143.41576,100.0
298,733.439597315,143.17579,100.0
299,733.705685619,143.00995,100.0
300,733.81,142.7828,100.0
301,734.877076412,143.73862,100.0
302,735.043046358,143.52934,100.0
303,735.277227723,143.35007,100.0
304,735.506578947,143.16978,100.0
305,736.095081967,143.30271,100.0
306,735.640522876,143.28844,100.0
307,735.429967427,143.10229,100.0
308,734.902597403,143.16829,100.0
309,735.113268608,142.98425,100.0
310,735.296774194,142.78988,100.0
311,734.768488746,142.86325,100.0
312,735.201923077,142.83878,100.0
313,735.067092652,142.63031,100.0
314,734.907643312,142.43095,100.0
315,734.993650794,142.21285,100.0
316,735.367088608,142.14226,100.0
317,736.056782334,142.44648,100.0
318,736.732704403,142.73058,100.0
319,736.75862069,142.50744,100.0
320,736.665625,142.29429,100.0
321,736.595015576,142.07809,100.0
322,736.583850932,141.85745,100.0
323,737.489164087,142.56627,100.0
324,737.345679012,142.36945,100.0
325,737.224615385,142.16695,100.0
326,737.73006135,142.2409,100.0
327,738.305810398,142.40318,100.0
328,738.484756098,142.22275,100.0
329,738.419452888,142.01137,100.0
330,738.627272727,141.84613,100.0
331,738.812688822,141.67175,100.0
332,739.027108434,141.512,100.0
333,738.87987988,141.32483,100.0
334,738.446107784,141.33494,100.0
335,739.16119403,141.72765,100.0
336,739.068452381,141.52677,100.0
337,739.166172107,141.32798,100.0
338,738.650887574,141.43544,100.0
339,738.675516224,141.22741,100.0
340,739.467647059,141.77176,100.0
341,739.941348974,141.83294,100.0
342,739.473684211,141.88849,100.0
343,739.644314869,141.71664,100.0
344,739.622093023,141.5111,100.0
345,739.162318841,141.56294,100.0
346,739.514450867,141.50946,100.0
347,739.224783862,141.40809,100.0
348,738.485632184,141.87449,100.0
349,738.426934097,141.67532,100.0
350,738.645714286,141.5318,100.0
351,739.088319088,141.57241,100.0
352,738.443181818,141.88691,100.0
353,738.419263456,141.6865,100.0
354,737.97740113,141.72959,100.0
355,737.876056338,141.54267,100.0
356,737.418539326,141.60636,100.0
357,737.803921569,141.59472,100.0
358,738.189944134,141.58482,100.0
359,737.69637883,141.69556,100.0
360,737.952777778,141.582,100.0
361,737.775623269,141.42571,100.0
362,738.439226519,141.79194,100.0
363,738.256198347,141.63931,100.0
364,738.623626374,141.61775,100.0
365,738.82739726,141.47704,100.0
366,738.852459016,141.28445,100.0
367,739.321525886,141.37692,100.0
368,739.33423913,141.18491,100.0
369,740.344173442,142.31833,100.0
370,740.378378378,142.1274,100.0
371,740.299191375,141.9439,100.0
372,740.10483871,141.8024,100.0
373,739.699731903,141.82758,100.0
374,739.826203209,141.6589,100.0
375,740.101333333,141.56992,100.0
376,740.015957447,141.39121,100.0
377,739.965517241,141.20695,100.0
378,740.193121693,141.08927,100.0
379,740.577836412,141.1014,100.0
380,740.507894737,140.9222,100.0
381,740.587926509,140.74579,100.0
382,740.594240838,140.5615,100.0
383,740.947780679,140.54784,100.0
384,741.208333333,140.4573,100.0
385,741.828571429,140.80033,100.0
386,742.279792746,140.89628,100.0
387,741.914728682,140.8968,100.0
388,742.141752577,140.78597,100.0
389,742.241645244,140.61866,100.0
390,742.017948718,140.50755,100.0
391,742.186700767,140.36732,100.0
392,741.576530612,140.70641,100.0
393,741.8956743,140.66927,100.0
394,741.45177665,140.76598,100.0
395,742.007594937,141.01991,100.0
396,741.449494949,141.27784,100.0
397,741.544080605,141.11235,100.0
398,741.527638191,140.93535,100.0
399,741.110275689,141.00468,100.0
400,741.38,140.93133,100.0
401,740.992518703,140.96867,100.0
402,740.654228856,140.95611,100.0
403,740.181141439,141.1003,100.0
404,740.371287129,140.97725,100.0
405,740.683950617,140.94327,100.0
406,740.805418719,140.79081,100.0
407,741.238329238,140.88804,100.0
408,741.470588235,140.79327,100.0
409,741.410757946,140.62624,100.0
410,741.33902439,140.46213,100.0
411,741.313868613,140.29207,100.0
412,740.752427184,140.58324,100.0
413,740.406779661,140.58811,100.0
414,741.096618357,141.11631,100.0
415,741.619277108,141.34681,100.0
416,741.372596154,141.26623,100.0
417,741.189448441,141.14618,100.0
418,741.196172249,140.97731,100.0
419,741.136038186,140.81435,100.0
420,741.616666667,140.99028,100.0
421,741.394299287,140.89646,100.0
422,741.855450237,141.04715,100.0
423,741.513002364,141.05586,100.0
424,741.29245283,140.96242,100.0
425,741.141176471,140.83094,100.0
426,740.816901408,140.82431,100.0
427,741.107728337,140.78734,100.0
428,740.317757009,141.56707,100.0
429,740.20979021,141.41962,100.0
430,740.141860465,141.26209,100.0
431,740.004640371,141.1268,100.0
432,740.111111111,140.9807,100.0
433,740.367205543,140.91837,100.0
434,740.790322581,141.03103,100.0
435,740.668965517,140.89152,100.0
436,741.133027523,141.06229,100.0
437,740.590389016,141.35564,100.0
438,740.988584475,141.43935,100.0
439,740.592255125,141.52144,100.0
440,740.672727273,141.37059,100.0
441,740.160997732,141.6176,100.0
442,740.081447964,141.46718,100.0
443,739.826185102,141.40929,100.0
444,739.641891892,141.3032,100.0
445,739.44494382,141.20534,100.0
446,739.860986547,141.31974,100.0
447,740.431767338,141.6753,100.0
448,740.526785714,141.53135,100.0
449,740.472160356,141.37839,100.0
450,740.271111111,141.28546,100.0
451,740.175166297,141.14341,100.0
452,740.188053097,140.98745,100.0
453,739.777041943,141.10258,100.0
454,739.643171806,140.9759,100.0
455,739.483516484,140.86197,100.0
456,739.293859649,140.76558,100.0
457,739.256017505,140.61381,100.0
458,738.864628821,140.7092,100.0
459,738.729847495,140.58543,100.0
460,738.691304348,140.43496,100.0
461,738.731019523,140.28515,100.0
462,738.119047619,140.74791,100.0
463,737.930885529,140.65399,100.0
464,737.698275862,140.59147,100.0
465,738.060215054,140.65645,100.0
466,738.238197425,140.55786,100.0
467,738.398286938,140.44981,100.0
468,738.826923077,140.60513,100.0
469,738.57782516,140.55848,100.0
470,738.304255319,140.53381,100.0
471,738.091295117,140.46044,100.0
472,738.226694915,140.34234,100.0
473,737.845665962,140.43809,100.0
474,737.976793249,140.31886,100.0
475,738.048421053,140.17975,100.0
476,737.865546218,140.08913,100.0
477,737.744234801,139.96724,100.0
478,737.90376569,139.86416,100.0
479,737.091858038,140.84118,100.0
480,737.008333333,140.70627,100.0
481,737.517671518,141.00219,100.0
482,737.414937759,140.87387,100.0
483,737.548654244,140.75857,100.0
484,737.880165289,140.80171,100.0
485,737.564948454,140.82733,100.0
486,737.275720165,140.82649,100.0
487,737.149897331,140.70918,100.0
488,737.043032787,140.58471,100.0
489,737.388548057,140.64815,100.0
490,737.191836735,140.57188,100.0
491,737.706720978,140.89042,100.0
492,737.869918699,140.79361,100.0
493,738.275862069,140.93867,100.0
494,738.068825911,140.87097,100.0
495,737.943434343,140.7562,100.0
496,737.713709677,140.7071,100.0
497,737.750503018,140.56786,100.0
498,737.63253012,140.45128,100.0
499,737.593186373,140.31322,100.0
500,737.482,140.19484,100.0
